lab,subid,subid_unique,trial_order,trial_num,stimulus_num,method,age_days,age_mo,age_group,nae,gender,second_session,missing,parenta_gender,parentb_gender,parenta_education,parentb_education,bilingual_nae,lang2,lang3,lang4,bilingual_parenta_nae,bilingual_parentb_nae,bilingual_interview_lang,lang_group,SES,nae_exp,trial_error,session_error,lang1,lang1_exposure,lang2_exposure,lang3_exposure,lang4_exposure,pilot,bilingual_exposure,comm_lang_learn,monolingual_exposure,td,full_term,session_error_type_recoded,trial_error_recoded,out_of_age,ADS,IDS,diff,lab_age
trainorlab,s27_trainorlab,trainorlab:s27,3,3,1,hpp,215,7.063655030800821,6-9 mo,TRUE,M,FALSE,FALSE,FALSE,F,18,18,NA,NA,NA,NA,NA,NA,NA,monolingual,18,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2515,13.4764,8.2249,trainorlab 6-9 mo
trainorlab,s29_trainorlab,trainorlab:s29,1,3,3,hpp,223,7.326488706365503,6-9 mo,TRUE,M,FALSE,FALSE,FALSE,M,16,18,NA,NA,NA,NA,NA,NA,NA,monolingual,16,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7866,5.994,-2.7926,trainorlab 6-9 mo
trainorlab,s31_trainorlab,trainorlab:s31,3,3,1,hpp,219,7.195071868583162,6-9 mo,TRUE,M,FALSE,FALSE,FALSE,M,16,16,NA,NA,NA,NA,NA,NA,NA,monolingual,16,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4235,14.7511,3.3275999999999986,trainorlab 6-9 mo
trainorlab,s34_trainorlab,trainorlab:s34,2,3,3,hpp,269,8.837782340862423,6-9 mo,TRUE,M,FALSE,FALSE,FALSE,M,14,12,NA,NA,NA,NA,NA,NA,NA,monolingual,14,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.362,3.7911,-5.5709,trainorlab 6-9 mo
udssaarland,1_udssaarland,udssaarland:1,1,3,3,singlescreen,249,8.180698151950718,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,M,10,9,NA,NA,NA,NA,NA,NA,NA,monolingual,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4295051098,11.5809817314,-2.8485233783999995,udssaarland 6-9 mo
udssaarland,14_udssaarland,udssaarland:14,4,3,1,singlescreen,199,6.537987679671458,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,F,10,10,NA,NA,NA,NA,NA,NA,NA,monolingual,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0286779404,4.2990098,-0.7296681403999994,udssaarland 6-9 mo
udssaarland,16_udssaarland,udssaarland:16,4,3,1,singlescreen,270,8.870636550308008,6-9 mo,FALSE,F,FALSE,FALSE,FALSE,M,20,12,NA,NA,NA,NA,NA,NA,NA,monolingual,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7579071522,5.3122868538,0.5543797016000003,udssaarland 6-9 mo
udssaarland,18_udssaarland,udssaarland:18,1,3,3,singlescreen,395,12.97741273100616,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,F,18,18,NA,NA,NA,NA,NA,NA,NA,monolingual,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.677325964,8.2715799809,-2.405745983099999,udssaarland 12-15 mo
udssaarland,2_udssaarland,udssaarland:2,1,3,3,singlescreen,256,8.410677618069816,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,F,18,18,NA,NA,NA,NA,NA,NA,NA,monolingual,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7077860832,3.6106638908,-1.0971221924,udssaarland 6-9 mo
udssaarland,21_udssaarland,udssaarland:21,2,3,3,singlescreen,393,12.91170431211499,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,M,16,18,NA,NA,NA,NA,NA,NA,NA,monolingual,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7847111225,10.2190899849,5.4343788624,udssaarland 12-15 mo
udssaarland,22_udssaarland,udssaarland:22,2,3,3,singlescreen,381,12.517453798767967,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,F,18,18,NA,NA,NA,NA,NA,NA,NA,monolingual,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7703261375,7.3331229687,0.5627968312,udssaarland 12-15 mo
udssaarland,25_udssaarland,udssaarland:25,3,3,1,singlescreen,372,12.2217659137577,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,M,18,10,NA,NA,NA,NA,NA,NA,NA,monolingual,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8742301464,3.2689249516,0.3946948051999999,udssaarland 12-15 mo
udssaarland,26_udssaarland,udssaarland:26,3,3,1,singlescreen,376,12.353182751540041,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,M,10,18,NA,NA,NA,NA,NA,NA,NA,monolingual,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2548978329,13.4513220787,5.196424245800001,udssaarland 12-15 mo
udssaarland,27_udssaarland,udssaarland:27,3,3,1,singlescreen,390,12.813141683778234,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,M,12,18,NA,NA,NA,NA,NA,NA,NA,monolingual,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.415088892,3.7737541199,0.3586652279,udssaarland 12-15 mo
udssaarland,28_udssaarland,udssaarland:28,3,3,1,singlescreen,371,12.188911704312115,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,M,18,18,NA,NA,NA,NA,NA,NA,NA,monolingual,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4448120594,4.8872938156,1.4424817561999999,udssaarland 12-15 mo
udssaarland,31_udssaarland,udssaarland:31,4,3,1,singlescreen,388,12.747433264887064,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,M,18,18,NA,NA,NA,NA,NA,NA,NA,monolingual,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2736871243,4.506524086,-0.7671630383000005,udssaarland 12-15 mo
udssaarland,33_udssaarland,udssaarland:33,1,3,3,singlescreen,456,14.981519507186858,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,monolingual,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.345569849,4.3184068203,-2.0271630287000004,udssaarland 12-15 mo
udssaarland,37_udssaarland,udssaarland:37,2,3,3,singlescreen,414,13.60164271047228,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monolingual,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1096529961,17.0421359539,9.932482957800001,udssaarland 12-15 mo
udssaarland,38_udssaarland,udssaarland:38,2,3,3,singlescreen,443,14.55441478439425,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,M,10,12,NA,NA,NA,NA,NA,NA,NA,monolingual,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5270860195,7.9931502342,2.4660642147000003,udssaarland 12-15 mo
udssaarland,39_udssaarland,udssaarland:39,2,3,3,singlescreen,450,14.784394250513348,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,M,10,10,NA,NA,NA,NA,NA,NA,NA,monolingual,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5508079529,5.9485352039,1.397727251,udssaarland 12-15 mo
udssaarland,4_udssaarland,udssaarland:4,1,3,3,singlescreen,190,6.242299794661191,6-9 mo,FALSE,F,FALSE,FALSE,FALSE,M,18,18,NA,NA,NA,NA,NA,NA,NA,monolingual,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6630468369,16.5280570984,-1.1349897384999998,udssaarland 6-9 mo
udssaarland,42_udssaarland,udssaarland:42,3,3,1,singlescreen,446,14.652977412731007,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,M,10,10,NA,NA,NA,NA,NA,NA,NA,monolingual,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4269740582,2.3315889835,-5.095385074699999,udssaarland 12-15 mo
udssaarland,45_udssaarland,udssaarland:45,4,3,1,singlescreen,410,13.470225872689939,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,M,10,13,NA,NA,NA,NA,NA,NA,NA,monolingual,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4558327198,14.1091339588,0.6533012389999993,udssaarland 12-15 mo
udssaarland,5_udssaarland,udssaarland:5,2,3,3,singlescreen,263,8.640657084188911,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,M,12,12,NA,NA,NA,NA,NA,NA,NA,monolingual,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7588620186,3.9015798569,-2.8572821617,udssaarland 6-9 mo
udssaarland,6_udssaarland,udssaarland:6,2,3,3,singlescreen,258,8.476386036960985,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,F,13,13,NA,NA,NA,NA,NA,NA,NA,monolingual,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9846539497,10.8928449154,6.908190965699999,udssaarland 6-9 mo
udssaarland,7_udssaarland,udssaarland:7,2,3,3,singlescreen,232,7.62217659137577,6-9 mo,FALSE,F,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monolingual,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8837041855,8.1914849281,2.3077807425999994,udssaarland 6-9 mo
udssaarland,71_udssaarland,udssaarland:71,3,3,1,singlescreen,250,8.213552361396303,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,M,18,18,NA,NA,NA,NA,NA,NA,NA,monolingual,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0349609852,5.0362761021,0.0013151169000007457,udssaarland 6-9 mo
udssaarland,75_udssaarland,udssaarland:75,4,3,1,singlescreen,214,7.030800821355236,6-9 mo,FALSE,F,FALSE,FALSE,FALSE,M,16,18,NA,NA,NA,NA,NA,NA,NA,monolingual,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6139409542,4.4426548481,-12.1712861061,udssaarland 6-9 mo
udssaarland,83_udssaarland,udssaarland:83,4,3,1,singlescreen,385,12.648870636550308,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,F,13,16,NA,NA,NA,NA,NA,NA,NA,monolingual,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8521869183,4.3368959427,-4.515290975599999,udssaarland 12-15 mo
udssaarland,9_udssaarland,udssaarland:9,3,3,1,singlescreen,241,7.917864476386037,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,M,18,18,NA,NA,NA,NA,NA,NA,NA,monolingual,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1235218048,10.5194971561,-1.6040246486999994,udssaarland 6-9 mo
weescienceedinburgh,mb01_weescienceedinburgh,weescienceedinburgh:mb01,1,3,3,singlescreen,199,6.537987679671458,6-9 mo,FALSE,F,FALSE,FALSE,FALSE,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,monolingual,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.75,15.17,3.42,weescienceedinburgh 6-9 mo
weescienceedinburgh,mb02_weescienceedinburgh,weescienceedinburgh:mb02,2,3,3,singlescreen,187,6.143737166324435,6-9 mo,FALSE,F,FALSE,FALSE,FALSE,M,18,17,NA,NA,NA,NA,NA,NA,NA,monolingual,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.26,3.15,-4.109999999999999,weescienceedinburgh 6-9 mo
weescienceedinburgh,mb03_weescienceedinburgh,weescienceedinburgh:mb03,3,3,1,singlescreen,188,6.176591375770021,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,M,18,22,NA,NA,NA,NA,NA,NA,NA,monolingual,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.74,10.06,-5.68,weescienceedinburgh 6-9 mo
weescienceedinburgh,mb04_weescienceedinburgh,weescienceedinburgh:mb04,4,3,1,singlescreen,227,7.457905544147844,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,monolingual,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.42,15.76,0.33999999999999986,weescienceedinburgh 6-9 mo
weescienceedinburgh,mb05_weescienceedinburgh,weescienceedinburgh:mb05,1,3,3,singlescreen,238,7.819301848049282,6-9 mo,FALSE,F,FALSE,FALSE,FALSE,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,monolingual,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.21,NA,NA,weescienceedinburgh 6-9 mo
weescienceedinburgh,mb06_weescienceedinburgh,weescienceedinburgh:mb06,2,3,3,singlescreen,189,6.209445585215605,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,M,18,17,NA,NA,NA,NA,NA,NA,NA,monolingual,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.28,14.67,9.39,weescienceedinburgh 6-9 mo
weescienceedinburgh,mb09_weescienceedinburgh,weescienceedinburgh:mb09,1,3,3,singlescreen,199,6.537987679671458,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,monolingual,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.17,2.61,-10.56,weescienceedinburgh 6-9 mo
weescienceedinburgh,mb10_weescienceedinburgh,weescienceedinburgh:mb10,2,3,3,singlescreen,272,8.936344969199178,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,monolingual,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,8.53,-9.47,weescienceedinburgh 6-9 mo
weescienceedinburgh,mb12_weescienceedinburgh,weescienceedinburgh:mb12,4,3,1,singlescreen,270,8.870636550308008,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,M,18,18,NA,NA,NA,NA,NA,NA,NA,monolingual,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.79,7.06,-7.7299999999999995,weescienceedinburgh 6-9 mo
weescienceedinburgh,mb13_weescienceedinburgh,weescienceedinburgh:mb13,1,3,3,singlescreen,203,6.669404517453799,6-9 mo,FALSE,F,FALSE,FALSE,FALSE,M,18,18,NA,NA,NA,NA,NA,NA,NA,monolingual,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3,6.4,-6.9,weescienceedinburgh 6-9 mo
weescienceedinburgh,mb14_weescienceedinburgh,weescienceedinburgh:mb14,2,3,3,singlescreen,225,7.392197125256674,6-9 mo,FALSE,F,FALSE,FALSE,FALSE,M,17,22,NA,NA,NA,NA,NA,NA,NA,monolingual,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3,13.88,-0.41999999999999993,weescienceedinburgh 6-9 mo
weescienceedinburgh,mb15_weescienceedinburgh,weescienceedinburgh:mb15,3,3,1,singlescreen,202,6.636550308008213,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,M,17,17,NA,NA,NA,NA,NA,NA,NA,monolingual,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.04,3.92,-8.12,weescienceedinburgh 6-9 mo
weescienceedinburgh,mb16_weescienceedinburgh,weescienceedinburgh:mb16,4,3,1,singlescreen,243,7.983572895277208,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,M,21,18,NA,NA,NA,NA,NA,NA,NA,monolingual,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.44,3.04,0.6000000000000001,weescienceedinburgh 6-9 mo
weescienceedinburgh,mb17_weescienceedinburgh,weescienceedinburgh:mb17,1,3,3,singlescreen,211,6.93223819301848,6-9 mo,FALSE,F,FALSE,FALSE,FALSE,M,17,17,NA,NA,NA,NA,NA,NA,NA,monolingual,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.94,3.8,0.8599999999999999,weescienceedinburgh 6-9 mo
weescienceedinburgh,mb18_weescienceedinburgh,weescienceedinburgh:mb18,2,3,3,singlescreen,197,6.4722792607802875,6-9 mo,FALSE,F,FALSE,FALSE,FALSE,M,17,13,NA,NA,NA,NA,NA,NA,NA,monolingual,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.52,8.71,5.190000000000001,weescienceedinburgh 6-9 mo
weescienceedinburgh,mb19_weescienceedinburgh,weescienceedinburgh:mb19,3,3,1,singlescreen,184,6.04517453798768,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,M,18,17,NA,NA,NA,NA,NA,NA,NA,monolingual,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7,16.28,-1.4199999999999982,weescienceedinburgh 6-9 mo
weescienceedinburgh,mb20_weescienceedinburgh,weescienceedinburgh:mb20,4,3,1,singlescreen,241,7.917864476386037,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,M,16,22,NA,NA,NA,NA,NA,NA,NA,monolingual,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.69,5.14,2.4499999999999997,weescienceedinburgh 6-9 mo
weescienceedinburgh,mb21_weescienceedinburgh,weescienceedinburgh:mb21,1,3,3,singlescreen,191,6.275154004106776,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,M,18,17,NA,NA,NA,NA,NA,NA,NA,monolingual,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06,2.85,0.79,weescienceedinburgh 6-9 mo
weescienceedinburgh,mb22_weescienceedinburgh,weescienceedinburgh:mb22,2,3,3,singlescreen,201,6.6036960985626285,6-9 mo,FALSE,F,FALSE,FALSE,FALSE,M,18,18,NA,NA,NA,NA,NA,NA,NA,monolingual,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.43,15.14,-0.28999999999999915,weescienceedinburgh 6-9 mo
weescienceedinburgh,mb23_weescienceedinburgh,weescienceedinburgh:mb23,3,3,1,singlescreen,203,6.669404517453799,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,M,21,18,NA,NA,NA,NA,NA,NA,NA,monolingual,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.34,14.94,2.5999999999999996,weescienceedinburgh 6-9 mo
weescienceedinburgh,mb24_weescienceedinburgh,weescienceedinburgh:mb24,4,3,1,singlescreen,204,6.702258726899384,6-9 mo,FALSE,F,FALSE,FALSE,FALSE,M,17,18,NA,NA,NA,NA,NA,NA,NA,monolingual,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.17,3.09,0.9199999999999999,weescienceedinburgh 6-9 mo
weescienceedinburgh,mb25_weescienceedinburgh,weescienceedinburgh:mb25,1,3,3,singlescreen,250,8.213552361396303,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,M,18,18,NA,NA,NA,NA,NA,NA,NA,monolingual,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.91,3.86,-3.0500000000000003,weescienceedinburgh 6-9 mo
weescienceedinburgh,mb26_weescienceedinburgh,weescienceedinburgh:mb26,2,3,3,singlescreen,242,7.950718685831622,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,M,17,17,NA,NA,NA,NA,NA,NA,NA,monolingual,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,7.08,-0.019999999999999574,weescienceedinburgh 6-9 mo
weescienceedinburgh,mb27_weescienceedinburgh,weescienceedinburgh:mb27,3,3,1,singlescreen,224,7.359342915811088,6-9 mo,FALSE,F,FALSE,FALSE,FALSE,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,monolingual,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.26,16.54,1.2799999999999994,weescienceedinburgh 6-9 mo
weescienceedinburgh,mb28_weescienceedinburgh,weescienceedinburgh:mb28,4,3,1,singlescreen,202,6.636550308008213,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,M,17,18,NA,NA,NA,NA,NA,NA,NA,monolingual,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.87,16,2.130000000000001,weescienceedinburgh 6-9 mo
weescienceedinburgh,mb30_weescienceedinburgh,weescienceedinburgh:mb30,2,3,3,singlescreen,209,6.86652977412731,6-9 mo,FALSE,F,FALSE,FALSE,FALSE,M,21,18,NA,NA,NA,NA,NA,NA,NA,monolingual,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.41,6.02,-1.3900000000000006,weescienceedinburgh 6-9 mo
weescienceedinburgh,mb31_weescienceedinburgh,weescienceedinburgh:mb31,3,3,1,singlescreen,241,7.917864476386037,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,M,17,18,NA,NA,NA,NA,NA,NA,NA,monolingual,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26,6.42,4.16,weescienceedinburgh 6-9 mo
weescienceedinburgh,mb32_weescienceedinburgh,weescienceedinburgh:mb32,4,3,1,singlescreen,201,6.6036960985626285,6-9 mo,FALSE,F,FALSE,FALSE,FALSE,M,17,22,NA,NA,NA,NA,NA,NA,NA,monolingual,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.05,11.69,-4.360000000000001,weescienceedinburgh 6-9 mo
weescienceedinburgh,mb33_weescienceedinburgh,weescienceedinburgh:mb33,4,3,1,singlescreen,214,7.030800821355236,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,M,17,18,NA,NA,NA,NA,NA,NA,NA,monolingual,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.72,16.9,4.179999999999998,weescienceedinburgh 6-9 mo
weescienceedinburgh,mb34_weescienceedinburgh,weescienceedinburgh:mb34,3,3,1,singlescreen,194,6.373716632443532,6-9 mo,FALSE,F,FALSE,FALSE,FALSE,M,17,18,NA,NA,NA,NA,NA,NA,NA,monolingual,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.38,7.42,2.04,weescienceedinburgh 6-9 mo
weescienceedinburgh,mb35_weescienceedinburgh,weescienceedinburgh:mb35,1,3,3,singlescreen,184,6.04517453798768,6-9 mo,FALSE,F,FALSE,FALSE,FALSE,M,21,22,NA,NA,NA,NA,NA,NA,NA,monolingual,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.86,3.46,-1.4000000000000004,weescienceedinburgh 6-9 mo
weescienceedinburgh,mb36_weescienceedinburgh,weescienceedinburgh:mb36,1,3,3,singlescreen,187,6.143737166324435,6-9 mo,FALSE,F,FALSE,FALSE,FALSE,M,18,18,NA,NA,NA,NA,NA,NA,NA,monolingual,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.94,NA,NA,weescienceedinburgh 6-9 mo
weltentdeckerzurich,mb12569_weltentdeckerzurich,weltentdeckerzurich:mb12569,2,3,3,eyetracking,442,14.521560574948666,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,M,15,17,0,NA,NA,NA,NA,NA,NA,monolingual,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.25,NA,weltentdeckerzurich 12-15 mo
weltentdeckerzurich,mb12801_weltentdeckerzurich,weltentdeckerzurich:mb12801,1,3,3,eyetracking,455,14.948665297741274,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,F,20,17,0,NA,NA,NA,NA,NA,NA,monolingual,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.01,14.3,5.290000000000001,weltentdeckerzurich 12-15 mo
weltentdeckerzurich,mb13077_weltentdeckerzurich,weltentdeckerzurich:mb13077,4,3,1,eyetracking,430,14.127310061601642,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,M,17,15,0,NA,NA,NA,NA,NA,NA,monolingual,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.14,NA,weltentdeckerzurich 12-15 mo
weltentdeckerzurich,mb13111_weltentdeckerzurich,weltentdeckerzurich:mb13111,3,3,1,eyetracking,446,14.652977412731007,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,M,17,20,0,NA,NA,NA,NA,NA,NA,monolingual,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.71,6.77,2.0599999999999996,weltentdeckerzurich 12-15 mo
weltentdeckerzurich,mb13212_weltentdeckerzurich,weltentdeckerzurich:mb13212,2,3,3,eyetracking,430,14.127310061601642,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,F,17,17,0,NA,NA,NA,NA,NA,NA,monolingual,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.41,15.07,-0.33999999999999986,weltentdeckerzurich 12-15 mo
weltentdeckerzurich,mb13288_weltentdeckerzurich,weltentdeckerzurich:mb13288,4,3,1,eyetracking,424,13.930184804928132,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,M,12,17,0,NA,NA,NA,NA,NA,NA,monolingual,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.89,15.29,12.399999999999999,weltentdeckerzurich 12-15 mo
