subid,lab,trial_num,stimulus_num,trial_error,method,age_days,session_error,lang_group,lang1,lang1_exposure,lang2,lang2_exposure,lang3,lang3_exposure,lang4,lang4_exposure,gender,pilot,bilingual_exposure,comm_lang_learn,monolingual_exposure,td,full_term,session_error_type_recoded,trial_error_recoded,nae,nae_exp,SES,age_mo,age_group,out_of_age,ADS,IDS,diff
babylabkingswood_mb8187,babylabkingswood,1,1,FALSE,hpp,422,FALSE,bilingual,english,71,tagalog,29,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,18,13.86447638603696,12-15 mo,FALSE,7.2,3.82,-3.3800000000000003
babylabkingswood_mb8187,babylabkingswood,2,2,FALSE,hpp,422,FALSE,bilingual,english,71,tagalog,29,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,18,13.86447638603696,12-15 mo,FALSE,4.56,5.42,0.8600000000000003
babylabkingswood_mb8187,babylabkingswood,3,3,FALSE,hpp,422,FALSE,bilingual,english,71,tagalog,29,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,18,13.86447638603696,12-15 mo,FALSE,4.81,NA,NA
babylabkingswood_mb8187,babylabkingswood,4,4,FALSE,hpp,422,FALSE,bilingual,english,71,tagalog,29,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,18,13.86447638603696,12-15 mo,FALSE,3.65,4.27,0.6199999999999997
babylabkingswood_mb8187,babylabkingswood,5,5,FALSE,hpp,422,FALSE,bilingual,english,71,tagalog,29,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,18,13.86447638603696,12-15 mo,FALSE,2,2.93,0.9300000000000002
babylabkingswood_mb8187,babylabkingswood,6,6,FALSE,hpp,422,FALSE,bilingual,english,71,tagalog,29,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,18,13.86447638603696,12-15 mo,FALSE,NA,3.65,NA
babylabkingswood_mb8187,babylabkingswood,7,7,FALSE,hpp,422,FALSE,bilingual,english,71,tagalog,29,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,18,13.86447638603696,12-15 mo,FALSE,NA,9.33,NA
babylabkingswood_mb8187,babylabkingswood,8,8,FALSE,hpp,422,FALSE,bilingual,english,71,tagalog,29,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,18,13.86447638603696,12-15 mo,FALSE,5.64,NA,NA
babylabkingswood_mb8741,babylabkingswood,1,5,FALSE,hpp,366,FALSE,bilingual,english,60,tagalog,40,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,19,12.02464065708419,12-15 mo,FALSE,5.21,5.98,0.7700000000000005
babylabkingswood_mb8741,babylabkingswood,2,7,FALSE,hpp,366,FALSE,bilingual,english,60,tagalog,40,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,19,12.02464065708419,12-15 mo,FALSE,6.67,6.75,0.08000000000000007
babylabkingswood_mb8741,babylabkingswood,3,1,FALSE,hpp,366,FALSE,bilingual,english,60,tagalog,40,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,19,12.02464065708419,12-15 mo,FALSE,3.51,7.48,3.9700000000000006
babylabkingswood_mb8741,babylabkingswood,4,3,FALSE,hpp,366,FALSE,bilingual,english,60,tagalog,40,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,19,12.02464065708419,12-15 mo,FALSE,9.53,13.36,3.83
babylabkingswood_mb8741,babylabkingswood,5,2,FALSE,hpp,366,FALSE,bilingual,english,60,tagalog,40,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,19,12.02464065708419,12-15 mo,FALSE,5.79,4.5,-1.29
babylabkingswood_mb8741,babylabkingswood,6,4,FALSE,hpp,366,FALSE,bilingual,english,60,tagalog,40,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,19,12.02464065708419,12-15 mo,FALSE,12.62,7.29,-5.329999999999999
babylabkingswood_mb8741,babylabkingswood,7,6,FALSE,hpp,366,FALSE,bilingual,english,60,tagalog,40,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,19,12.02464065708419,12-15 mo,FALSE,18,8.58,-9.42
babylabkingswood_mb8741,babylabkingswood,8,8,FALSE,hpp,366,FALSE,bilingual,english,60,tagalog,40,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,19,12.02464065708419,12-15 mo,FALSE,3.95,10.47,6.5200000000000005
babylabkingswood_mb8521,babylabkingswood,1,5,FALSE,hpp,390,FALSE,bilingual,english,60,japanese,30,croatian,10,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,15,12.813141683778234,12-15 mo,FALSE,9.08,18,8.92
babylabkingswood_mb8521,babylabkingswood,2,7,FALSE,hpp,390,FALSE,bilingual,english,60,japanese,30,croatian,10,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,15,12.813141683778234,12-15 mo,FALSE,3.89,6.14,2.2499999999999996
babylabkingswood_mb8521,babylabkingswood,3,1,FALSE,hpp,390,FALSE,bilingual,english,60,japanese,30,croatian,10,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,15,12.813141683778234,12-15 mo,FALSE,12.12,4.25,-7.869999999999999
babylabkingswood_mb8521,babylabkingswood,4,3,FALSE,hpp,390,FALSE,bilingual,english,60,japanese,30,croatian,10,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,15,12.813141683778234,12-15 mo,FALSE,3.21,18,14.79
babylabkingswood_mb8521,babylabkingswood,5,2,FALSE,hpp,390,FALSE,bilingual,english,60,japanese,30,croatian,10,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,15,12.813141683778234,12-15 mo,FALSE,4.49,2.06,-2.43
babylabkingswood_mb8521,babylabkingswood,6,4,FALSE,hpp,390,FALSE,bilingual,english,60,japanese,30,croatian,10,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,15,12.813141683778234,12-15 mo,FALSE,2.54,7.57,5.03
babylabkingswood_mb8521,babylabkingswood,7,6,FALSE,hpp,390,FALSE,bilingual,english,60,japanese,30,croatian,10,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,15,12.813141683778234,12-15 mo,FALSE,NA,NA,NA
babylabkingswood_mb8521,babylabkingswood,8,8,FALSE,hpp,390,FALSE,bilingual,english,60,japanese,30,croatian,10,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,15,12.813141683778234,12-15 mo,FALSE,3.36,NA,NA
babylabkingswood_mb8824,babylabkingswood,1,1,FALSE,hpp,368,FALSE,bilingual,english,25,french,50,armenian,25,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,13,12.09034907597536,12-15 mo,FALSE,3.3,2.02,-1.2799999999999998
babylabkingswood_mb8824,babylabkingswood,2,2,FALSE,hpp,368,FALSE,bilingual,english,25,french,50,armenian,25,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,13,12.09034907597536,12-15 mo,FALSE,2.01,5.35,3.34
babylabkingswood_mb8824,babylabkingswood,3,3,FALSE,hpp,368,FALSE,bilingual,english,25,french,50,armenian,25,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,13,12.09034907597536,12-15 mo,FALSE,4.29,5.13,0.8399999999999999
babylabkingswood_mb8824,babylabkingswood,4,4,FALSE,hpp,368,FALSE,bilingual,english,25,french,50,armenian,25,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,13,12.09034907597536,12-15 mo,FALSE,4.34,NA,NA
babylabkingswood_mb8824,babylabkingswood,5,5,FALSE,hpp,368,FALSE,bilingual,english,25,french,50,armenian,25,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,13,12.09034907597536,12-15 mo,FALSE,NA,NA,NA
babylabkingswood_mb8824,babylabkingswood,6,6,FALSE,hpp,368,FALSE,bilingual,english,25,french,50,armenian,25,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,13,12.09034907597536,12-15 mo,FALSE,2.79,NA,NA
babylabkingswood_mb8824,babylabkingswood,7,7,FALSE,hpp,368,FALSE,bilingual,english,25,french,50,armenian,25,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,13,12.09034907597536,12-15 mo,FALSE,NA,NA,NA
babylabkingswood_mb8824,babylabkingswood,8,8,FALSE,hpp,368,FALSE,bilingual,english,25,french,50,armenian,25,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,13,12.09034907597536,12-15 mo,FALSE,3.13,4.14,1.0099999999999998
babylabkingswood_mb1171,babylabkingswood,1,1,FALSE,hpp,399,FALSE,bilingual,english,33,polish,34,albanian,33,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,26,13.1088295687885,12-15 mo,FALSE,NA,NA,NA
babylabkingswood_mb1171,babylabkingswood,2,2,FALSE,hpp,399,FALSE,bilingual,english,33,polish,34,albanian,33,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,26,13.1088295687885,12-15 mo,FALSE,8.47,18,9.53
babylabkingswood_mb1171,babylabkingswood,3,3,FALSE,hpp,399,FALSE,bilingual,english,33,polish,34,albanian,33,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,26,13.1088295687885,12-15 mo,FALSE,3,2.59,-0.41000000000000014
babylabkingswood_mb1171,babylabkingswood,4,4,FALSE,hpp,399,FALSE,bilingual,english,33,polish,34,albanian,33,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,26,13.1088295687885,12-15 mo,FALSE,18,2.55,-15.45
babylabkingswood_mb1171,babylabkingswood,5,5,FALSE,hpp,399,FALSE,bilingual,english,33,polish,34,albanian,33,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,26,13.1088295687885,12-15 mo,FALSE,NA,NA,NA
babylabkingswood_mb1171,babylabkingswood,6,6,FALSE,hpp,399,FALSE,bilingual,english,33,polish,34,albanian,33,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,26,13.1088295687885,12-15 mo,FALSE,16.43,18,1.5700000000000003
babylabkingswood_mb1171,babylabkingswood,7,7,FALSE,hpp,399,FALSE,bilingual,english,33,polish,34,albanian,33,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,26,13.1088295687885,12-15 mo,FALSE,8.14,2.26,-5.880000000000001
babylabkingswood_mb1171,babylabkingswood,8,8,FALSE,hpp,399,FALSE,bilingual,english,33,polish,34,albanian,33,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,26,13.1088295687885,12-15 mo,FALSE,NA,8.08,NA
babylabkingswood_mb0904,babylabkingswood,1,5,FALSE,hpp,392,FALSE,bilingual,english,50,wu,50,na,0,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,17,12.878850102669405,12-15 mo,FALSE,3.05,NA,NA
babylabkingswood_mb0904,babylabkingswood,2,7,FALSE,hpp,392,FALSE,bilingual,english,50,wu,50,na,0,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,17,12.878850102669405,12-15 mo,FALSE,NA,NA,NA
babylabkingswood_mb0904,babylabkingswood,3,1,FALSE,hpp,392,FALSE,bilingual,english,50,wu,50,na,0,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,17,12.878850102669405,12-15 mo,FALSE,NA,NA,NA
babylabkingswood_mb0904,babylabkingswood,4,3,FALSE,hpp,392,FALSE,bilingual,english,50,wu,50,na,0,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,17,12.878850102669405,12-15 mo,FALSE,5.74,5.02,-0.7200000000000006
babylabkingswood_mb0904,babylabkingswood,5,2,FALSE,hpp,392,FALSE,bilingual,english,50,wu,50,na,0,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,17,12.878850102669405,12-15 mo,FALSE,NA,NA,NA
babylabkingswood_mb0904,babylabkingswood,6,4,FALSE,hpp,392,FALSE,bilingual,english,50,wu,50,na,0,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,17,12.878850102669405,12-15 mo,FALSE,4.1,2.21,-1.8899999999999997
babylabkingswood_mb0904,babylabkingswood,7,6,FALSE,hpp,392,FALSE,bilingual,english,50,wu,50,na,0,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,17,12.878850102669405,12-15 mo,FALSE,2.72,NA,NA
babylabkingswood_mb0904,babylabkingswood,8,8,FALSE,hpp,392,FALSE,bilingual,english,50,wu,50,na,0,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,17,12.878850102669405,12-15 mo,FALSE,NA,3.03,NA
babylabkingswood_mb2140,babylabkingswood,1,5,FALSE,hpp,385,FALSE,bilingual,english,25,mandarin,74,hindi,1,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,21,12.648870636550308,12-15 mo,FALSE,12.41,18,5.59
babylabkingswood_mb2140,babylabkingswood,2,7,FALSE,hpp,385,FALSE,bilingual,english,25,mandarin,74,hindi,1,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,21,12.648870636550308,12-15 mo,FALSE,9.44,9.68,0.2400000000000002
babylabkingswood_mb2140,babylabkingswood,3,1,FALSE,hpp,385,FALSE,bilingual,english,25,mandarin,74,hindi,1,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,21,12.648870636550308,12-15 mo,FALSE,4.46,3.95,-0.5099999999999998
babylabkingswood_mb2140,babylabkingswood,4,3,FALSE,hpp,385,FALSE,bilingual,english,25,mandarin,74,hindi,1,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,21,12.648870636550308,12-15 mo,FALSE,3.28,5.62,2.3400000000000003
babylabkingswood_mb2140,babylabkingswood,5,2,FALSE,hpp,385,FALSE,bilingual,english,25,mandarin,74,hindi,1,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,21,12.648870636550308,12-15 mo,FALSE,NA,7.55,NA
babylabkingswood_mb2140,babylabkingswood,6,4,FALSE,hpp,385,FALSE,bilingual,english,25,mandarin,74,hindi,1,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,21,12.648870636550308,12-15 mo,FALSE,3.53,9.59,6.0600000000000005
babylabkingswood_mb2140,babylabkingswood,7,6,FALSE,hpp,385,FALSE,bilingual,english,25,mandarin,74,hindi,1,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,21,12.648870636550308,12-15 mo,FALSE,3.76,NA,NA
babylabkingswood_mb2140,babylabkingswood,8,8,FALSE,hpp,385,FALSE,bilingual,english,25,mandarin,74,hindi,1,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,21,12.648870636550308,12-15 mo,FALSE,7.7,5.47,-2.2300000000000004
babylabkingswood_mb0053,babylabkingswood,1,1,FALSE,hpp,370,FALSE,bilingual,english,50,vietnamese,50,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,18,12.15605749486653,12-15 mo,FALSE,11.98,18,6.02
babylabkingswood_mb0053,babylabkingswood,2,2,FALSE,hpp,370,FALSE,bilingual,english,50,vietnamese,50,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,18,12.15605749486653,12-15 mo,FALSE,8.95,11.81,2.860000000000001
babylabkingswood_mb0053,babylabkingswood,3,3,FALSE,hpp,370,FALSE,bilingual,english,50,vietnamese,50,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,18,12.15605749486653,12-15 mo,FALSE,3.35,15.78,12.43
babylabkingswood_mb0053,babylabkingswood,4,4,FALSE,hpp,370,FALSE,bilingual,english,50,vietnamese,50,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,18,12.15605749486653,12-15 mo,FALSE,14.57,6.98,-7.59
babylabkingswood_mb0053,babylabkingswood,5,5,FALSE,hpp,370,FALSE,bilingual,english,50,vietnamese,50,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,18,12.15605749486653,12-15 mo,FALSE,6.1,14.4,8.3
babylabkingswood_mb0053,babylabkingswood,6,6,FALSE,hpp,370,FALSE,bilingual,english,50,vietnamese,50,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,18,12.15605749486653,12-15 mo,FALSE,3.61,4.59,0.98
babylabkingswood_mb0053,babylabkingswood,7,7,FALSE,hpp,370,FALSE,bilingual,english,50,vietnamese,50,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,18,12.15605749486653,12-15 mo,FALSE,3.12,8.93,5.81
babylabkingswood_mb0053,babylabkingswood,8,8,FALSE,hpp,370,FALSE,bilingual,english,50,vietnamese,50,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,18,12.15605749486653,12-15 mo,FALSE,2.24,2.51,0.2699999999999996
babylabkingswood_mb2157,babylabkingswood,1,1,FALSE,hpp,377,FALSE,bilingual,english,70,arabic,30,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,18,12.386036960985626,12-15 mo,FALSE,17.2,6.09,-11.11
babylabkingswood_mb2157,babylabkingswood,2,2,FALSE,hpp,377,FALSE,bilingual,english,70,arabic,30,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,18,12.386036960985626,12-15 mo,FALSE,11.93,3.54,-8.39
babylabkingswood_mb2157,babylabkingswood,3,3,FALSE,hpp,377,FALSE,bilingual,english,70,arabic,30,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,18,12.386036960985626,12-15 mo,FALSE,6.94,15.54,8.599999999999998
babylabkingswood_mb2157,babylabkingswood,4,4,FALSE,hpp,377,FALSE,bilingual,english,70,arabic,30,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,18,12.386036960985626,12-15 mo,FALSE,3.49,18,14.51
babylabkingswood_mb2157,babylabkingswood,5,5,FALSE,hpp,377,FALSE,bilingual,english,70,arabic,30,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,18,12.386036960985626,12-15 mo,FALSE,11.69,5.13,-6.56
babylabkingswood_mb2157,babylabkingswood,6,6,FALSE,hpp,377,FALSE,bilingual,english,70,arabic,30,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,18,12.386036960985626,12-15 mo,FALSE,12.49,4.73,-7.76
babylabkingswood_mb2157,babylabkingswood,7,7,FALSE,hpp,377,FALSE,bilingual,english,70,arabic,30,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,18,12.386036960985626,12-15 mo,FALSE,16.47,7.47,-9
babylabkingswood_mb2157,babylabkingswood,8,8,FALSE,hpp,377,FALSE,bilingual,english,70,arabic,30,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,18,12.386036960985626,12-15 mo,FALSE,3.4,4.06,0.6599999999999997
babylabkingswood_mb2206,babylabkingswood,1,5,FALSE,hpp,389,FALSE,bilingual,english,30,khmer,70,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,17,12.780287474332649,12-15 mo,FALSE,4.65,10.05,5.4
babylabkingswood_mb2206,babylabkingswood,2,7,FALSE,hpp,389,FALSE,bilingual,english,30,khmer,70,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,17,12.780287474332649,12-15 mo,FALSE,5.12,3.78,-1.3400000000000003
babylabkingswood_mb2206,babylabkingswood,3,1,FALSE,hpp,389,FALSE,bilingual,english,30,khmer,70,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,17,12.780287474332649,12-15 mo,FALSE,2.66,2.41,-0.25
babylabkingswood_mb2206,babylabkingswood,4,3,FALSE,hpp,389,FALSE,bilingual,english,30,khmer,70,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,17,12.780287474332649,12-15 mo,FALSE,2.75,7.7,4.95
babylabkingswood_mb2206,babylabkingswood,5,2,FALSE,hpp,389,FALSE,bilingual,english,30,khmer,70,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,17,12.780287474332649,12-15 mo,FALSE,3.58,2.43,-1.15
babylabkingswood_mb2206,babylabkingswood,6,4,FALSE,hpp,389,FALSE,bilingual,english,30,khmer,70,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,17,12.780287474332649,12-15 mo,FALSE,10.46,NA,NA
babylabkingswood_mb2206,babylabkingswood,7,6,FALSE,hpp,389,FALSE,bilingual,english,30,khmer,70,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,17,12.780287474332649,12-15 mo,FALSE,NA,3.05,NA
babylabkingswood_mb2206,babylabkingswood,8,8,FALSE,hpp,389,FALSE,bilingual,english,30,khmer,70,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,17,12.780287474332649,12-15 mo,FALSE,2.42,2.54,0.1200000000000001
babylabkingswood_mb716,babylabkingswood,1,1,FALSE,hpp,386,FALSE,bilingual,english,65,bengali,35,na,0,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,15,12.681724845995893,12-15 mo,FALSE,4.64,5.33,0.6900000000000004
babylabkingswood_mb716,babylabkingswood,2,2,FALSE,hpp,386,FALSE,bilingual,english,65,bengali,35,na,0,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,15,12.681724845995893,12-15 mo,FALSE,6.14,5.24,-0.8999999999999995
babylabkingswood_mb716,babylabkingswood,3,3,FALSE,hpp,386,FALSE,bilingual,english,65,bengali,35,na,0,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,15,12.681724845995893,12-15 mo,FALSE,13.97,3.9,-10.07
babylabkingswood_mb716,babylabkingswood,4,4,FALSE,hpp,386,FALSE,bilingual,english,65,bengali,35,na,0,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,15,12.681724845995893,12-15 mo,FALSE,8.69,3.52,-5.17
babylabkingswood_mb716,babylabkingswood,5,5,FALSE,hpp,386,FALSE,bilingual,english,65,bengali,35,na,0,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,15,12.681724845995893,12-15 mo,FALSE,4.1,4.85,0.75
babylabkingswood_mb716,babylabkingswood,6,6,FALSE,hpp,386,FALSE,bilingual,english,65,bengali,35,na,0,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,15,12.681724845995893,12-15 mo,FALSE,2.64,5.86,3.22
babylabkingswood_mb716,babylabkingswood,7,7,FALSE,hpp,386,FALSE,bilingual,english,65,bengali,35,na,0,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,15,12.681724845995893,12-15 mo,FALSE,6.41,2.61,-3.8000000000000003
babylabkingswood_mb716,babylabkingswood,8,8,FALSE,hpp,386,FALSE,bilingual,english,65,bengali,35,na,0,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,15,12.681724845995893,12-15 mo,FALSE,3.3,3.19,-0.10999999999999988
babylabkingswood_mb2270,babylabkingswood,1,5,FALSE,hpp,386,FALSE,bilingual,english,75,russian,25,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,19,12.681724845995893,12-15 mo,FALSE,7.165,5.954,-1.2110000000000003
babylabkingswood_mb2270,babylabkingswood,2,7,FALSE,hpp,386,FALSE,bilingual,english,75,russian,25,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,19,12.681724845995893,12-15 mo,FALSE,7.497,5.022,-2.4749999999999996
babylabkingswood_mb2270,babylabkingswood,3,1,FALSE,hpp,386,FALSE,bilingual,english,75,russian,25,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,19,12.681724845995893,12-15 mo,FALSE,3.747,7.278,3.5309999999999997
babylabkingswood_mb2270,babylabkingswood,4,3,FALSE,hpp,386,FALSE,bilingual,english,75,russian,25,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,19,12.681724845995893,12-15 mo,FALSE,NA,6.951,NA
babylabkingswood_mb2270,babylabkingswood,5,2,FALSE,hpp,386,FALSE,bilingual,english,75,russian,25,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,19,12.681724845995893,12-15 mo,FALSE,2.208,5.907,3.699
babylabkingswood_mb2270,babylabkingswood,6,4,FALSE,hpp,386,FALSE,bilingual,english,75,russian,25,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,19,12.681724845995893,12-15 mo,FALSE,2.55,2.571,0.02100000000000035
babylabkingswood_mb2270,babylabkingswood,7,6,FALSE,hpp,386,FALSE,bilingual,english,75,russian,25,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,19,12.681724845995893,12-15 mo,FALSE,6.919,NA,NA
