subid,lab,trial_num,trial_type,stimulus_num,looking_time,trial_error,method,age_days,session_error,lang_group,lang1,lang1_exposure,lang2,lang2_exposure,lang3,lang3_exposure,lang4,lang4_exposure,gender,pilot,bilingual_exposure,comm_lang_learn,monolingual_exposure,td,full_term,session_error_type_recoded,trial_error_recoded,nae,nae_exp,SES,age_mo,age_group,out_of_age,usable_pair,short_lt
babylabkingswood_mb8187,babylabkingswood,1,ADS,1,7.2,FALSE,hpp,422,FALSE,bilingual,english,71,tagalog,29,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,18,13.86447638603696,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8187,babylabkingswood,2,IDS,1,3.82,FALSE,hpp,422,FALSE,bilingual,english,71,tagalog,29,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,18,13.86447638603696,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8187,babylabkingswood,3,ADS,2,4.56,FALSE,hpp,422,FALSE,bilingual,english,71,tagalog,29,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,18,13.86447638603696,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8187,babylabkingswood,4,IDS,2,5.42,FALSE,hpp,422,FALSE,bilingual,english,71,tagalog,29,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,18,13.86447638603696,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8187,babylabkingswood,5,IDS,3,NA,FALSE,hpp,422,FALSE,bilingual,english,71,tagalog,29,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,18,13.86447638603696,12-15 mo,FALSE,FALSE,NA
babylabkingswood_mb8187,babylabkingswood,6,ADS,3,4.81,FALSE,hpp,422,FALSE,bilingual,english,71,tagalog,29,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,18,13.86447638603696,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8187,babylabkingswood,7,ADS,4,3.65,FALSE,hpp,422,FALSE,bilingual,english,71,tagalog,29,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,18,13.86447638603696,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8187,babylabkingswood,8,IDS,4,4.27,FALSE,hpp,422,FALSE,bilingual,english,71,tagalog,29,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,18,13.86447638603696,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8187,babylabkingswood,9,IDS,5,2.93,FALSE,hpp,422,FALSE,bilingual,english,71,tagalog,29,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,18,13.86447638603696,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8187,babylabkingswood,10,ADS,5,2,FALSE,hpp,422,FALSE,bilingual,english,71,tagalog,29,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,18,13.86447638603696,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8187,babylabkingswood,11,IDS,6,3.65,FALSE,hpp,422,FALSE,bilingual,english,71,tagalog,29,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,18,13.86447638603696,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8187,babylabkingswood,12,ADS,6,NA,FALSE,hpp,422,FALSE,bilingual,english,71,tagalog,29,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,18,13.86447638603696,12-15 mo,FALSE,FALSE,NA
babylabkingswood_mb8187,babylabkingswood,13,ADS,7,NA,FALSE,hpp,422,FALSE,bilingual,english,71,tagalog,29,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,18,13.86447638603696,12-15 mo,FALSE,FALSE,NA
babylabkingswood_mb8187,babylabkingswood,14,IDS,7,9.33,FALSE,hpp,422,FALSE,bilingual,english,71,tagalog,29,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,18,13.86447638603696,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8187,babylabkingswood,15,IDS,8,NA,FALSE,hpp,422,FALSE,bilingual,english,71,tagalog,29,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,18,13.86447638603696,12-15 mo,FALSE,FALSE,NA
babylabkingswood_mb8187,babylabkingswood,16,ADS,8,5.64,FALSE,hpp,422,FALSE,bilingual,english,71,tagalog,29,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,18,13.86447638603696,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8741,babylabkingswood,1,IDS,5,5.98,FALSE,hpp,366,FALSE,bilingual,english,60,tagalog,40,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,19,12.02464065708419,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8741,babylabkingswood,2,ADS,5,5.21,FALSE,hpp,366,FALSE,bilingual,english,60,tagalog,40,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,19,12.02464065708419,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8741,babylabkingswood,3,ADS,7,6.67,FALSE,hpp,366,FALSE,bilingual,english,60,tagalog,40,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,19,12.02464065708419,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8741,babylabkingswood,4,IDS,7,6.75,FALSE,hpp,366,FALSE,bilingual,english,60,tagalog,40,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,19,12.02464065708419,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8741,babylabkingswood,5,ADS,1,3.51,FALSE,hpp,366,FALSE,bilingual,english,60,tagalog,40,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,19,12.02464065708419,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8741,babylabkingswood,6,IDS,1,7.48,FALSE,hpp,366,FALSE,bilingual,english,60,tagalog,40,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,19,12.02464065708419,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8741,babylabkingswood,7,ADS,3,9.53,FALSE,hpp,366,FALSE,bilingual,english,60,tagalog,40,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,19,12.02464065708419,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8741,babylabkingswood,8,IDS,3,13.36,FALSE,hpp,366,FALSE,bilingual,english,60,tagalog,40,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,19,12.02464065708419,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8741,babylabkingswood,9,ADS,2,5.79,FALSE,hpp,366,FALSE,bilingual,english,60,tagalog,40,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,19,12.02464065708419,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8741,babylabkingswood,10,IDS,2,4.5,FALSE,hpp,366,FALSE,bilingual,english,60,tagalog,40,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,19,12.02464065708419,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8741,babylabkingswood,11,IDS,4,7.29,FALSE,hpp,366,FALSE,bilingual,english,60,tagalog,40,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,19,12.02464065708419,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8741,babylabkingswood,12,ADS,4,12.62,FALSE,hpp,366,FALSE,bilingual,english,60,tagalog,40,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,19,12.02464065708419,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8741,babylabkingswood,13,IDS,6,8.58,FALSE,hpp,366,FALSE,bilingual,english,60,tagalog,40,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,19,12.02464065708419,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8741,babylabkingswood,14,ADS,6,18,FALSE,hpp,366,FALSE,bilingual,english,60,tagalog,40,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,19,12.02464065708419,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8741,babylabkingswood,15,IDS,8,10.47,FALSE,hpp,366,FALSE,bilingual,english,60,tagalog,40,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,19,12.02464065708419,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8741,babylabkingswood,16,ADS,8,3.95,FALSE,hpp,366,FALSE,bilingual,english,60,tagalog,40,na,0,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,19,12.02464065708419,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8521,babylabkingswood,1,ADS,5,9.08,FALSE,hpp,390,FALSE,bilingual,english,60,japanese,30,croatian,10,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,15,12.813141683778234,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8521,babylabkingswood,2,IDS,5,18,FALSE,hpp,390,FALSE,bilingual,english,60,japanese,30,croatian,10,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,15,12.813141683778234,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8521,babylabkingswood,3,IDS,7,6.14,FALSE,hpp,390,FALSE,bilingual,english,60,japanese,30,croatian,10,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,15,12.813141683778234,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8521,babylabkingswood,4,ADS,7,3.89,FALSE,hpp,390,FALSE,bilingual,english,60,japanese,30,croatian,10,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,15,12.813141683778234,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8521,babylabkingswood,5,IDS,1,4.25,FALSE,hpp,390,FALSE,bilingual,english,60,japanese,30,croatian,10,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,15,12.813141683778234,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8521,babylabkingswood,6,ADS,1,12.12,FALSE,hpp,390,FALSE,bilingual,english,60,japanese,30,croatian,10,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,15,12.813141683778234,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8521,babylabkingswood,7,IDS,3,18,FALSE,hpp,390,FALSE,bilingual,english,60,japanese,30,croatian,10,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,15,12.813141683778234,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8521,babylabkingswood,8,ADS,3,3.21,FALSE,hpp,390,FALSE,bilingual,english,60,japanese,30,croatian,10,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,15,12.813141683778234,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8521,babylabkingswood,9,IDS,2,2.06,FALSE,hpp,390,FALSE,bilingual,english,60,japanese,30,croatian,10,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,15,12.813141683778234,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8521,babylabkingswood,10,ADS,2,4.49,FALSE,hpp,390,FALSE,bilingual,english,60,japanese,30,croatian,10,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,15,12.813141683778234,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8521,babylabkingswood,11,ADS,4,2.54,FALSE,hpp,390,FALSE,bilingual,english,60,japanese,30,croatian,10,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,15,12.813141683778234,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8521,babylabkingswood,12,IDS,4,7.57,FALSE,hpp,390,FALSE,bilingual,english,60,japanese,30,croatian,10,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,15,12.813141683778234,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8521,babylabkingswood,13,ADS,6,NA,FALSE,hpp,390,FALSE,bilingual,english,60,japanese,30,croatian,10,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,15,12.813141683778234,12-15 mo,FALSE,FALSE,NA
babylabkingswood_mb8521,babylabkingswood,14,IDS,6,NA,FALSE,hpp,390,FALSE,bilingual,english,60,japanese,30,croatian,10,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,15,12.813141683778234,12-15 mo,FALSE,FALSE,NA
babylabkingswood_mb8521,babylabkingswood,15,ADS,8,3.36,FALSE,hpp,390,FALSE,bilingual,english,60,japanese,30,croatian,10,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,15,12.813141683778234,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8521,babylabkingswood,16,IDS,8,NA,FALSE,hpp,390,FALSE,bilingual,english,60,japanese,30,croatian,10,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,15,12.813141683778234,12-15 mo,FALSE,FALSE,NA
babylabkingswood_mb8824,babylabkingswood,1,ADS,1,3.3,FALSE,hpp,368,FALSE,bilingual,english,25,french,50,armenian,25,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,13,12.09034907597536,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8824,babylabkingswood,2,IDS,1,2.02,FALSE,hpp,368,FALSE,bilingual,english,25,french,50,armenian,25,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,13,12.09034907597536,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8824,babylabkingswood,3,ADS,2,2.01,FALSE,hpp,368,FALSE,bilingual,english,25,french,50,armenian,25,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,13,12.09034907597536,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8824,babylabkingswood,4,IDS,2,5.35,FALSE,hpp,368,FALSE,bilingual,english,25,french,50,armenian,25,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,13,12.09034907597536,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8824,babylabkingswood,5,IDS,3,5.13,FALSE,hpp,368,FALSE,bilingual,english,25,french,50,armenian,25,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,13,12.09034907597536,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8824,babylabkingswood,6,ADS,3,4.29,FALSE,hpp,368,FALSE,bilingual,english,25,french,50,armenian,25,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,13,12.09034907597536,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8824,babylabkingswood,7,ADS,4,4.34,FALSE,hpp,368,FALSE,bilingual,english,25,french,50,armenian,25,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,13,12.09034907597536,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8824,babylabkingswood,8,IDS,4,NA,FALSE,hpp,368,FALSE,bilingual,english,25,french,50,armenian,25,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,13,12.09034907597536,12-15 mo,FALSE,FALSE,NA
babylabkingswood_mb8824,babylabkingswood,9,IDS,5,NA,FALSE,hpp,368,FALSE,bilingual,english,25,french,50,armenian,25,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,13,12.09034907597536,12-15 mo,FALSE,FALSE,NA
babylabkingswood_mb8824,babylabkingswood,10,ADS,5,NA,FALSE,hpp,368,FALSE,bilingual,english,25,french,50,armenian,25,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,13,12.09034907597536,12-15 mo,FALSE,FALSE,NA
babylabkingswood_mb8824,babylabkingswood,11,IDS,6,NA,FALSE,hpp,368,FALSE,bilingual,english,25,french,50,armenian,25,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,13,12.09034907597536,12-15 mo,FALSE,FALSE,NA
babylabkingswood_mb8824,babylabkingswood,12,ADS,6,2.79,FALSE,hpp,368,FALSE,bilingual,english,25,french,50,armenian,25,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,13,12.09034907597536,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8824,babylabkingswood,13,ADS,7,NA,FALSE,hpp,368,FALSE,bilingual,english,25,french,50,armenian,25,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,13,12.09034907597536,12-15 mo,FALSE,FALSE,NA
babylabkingswood_mb8824,babylabkingswood,14,IDS,7,NA,FALSE,hpp,368,FALSE,bilingual,english,25,french,50,armenian,25,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,13,12.09034907597536,12-15 mo,FALSE,FALSE,NA
babylabkingswood_mb8824,babylabkingswood,15,IDS,8,4.14,FALSE,hpp,368,FALSE,bilingual,english,25,french,50,armenian,25,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,13,12.09034907597536,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb8824,babylabkingswood,16,ADS,8,3.13,FALSE,hpp,368,FALSE,bilingual,english,25,french,50,armenian,25,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,13,12.09034907597536,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb1171,babylabkingswood,1,ADS,1,NA,FALSE,hpp,399,FALSE,bilingual,english,33,polish,34,albanian,33,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,26,13.1088295687885,12-15 mo,FALSE,FALSE,NA
babylabkingswood_mb1171,babylabkingswood,2,IDS,1,NA,FALSE,hpp,399,FALSE,bilingual,english,33,polish,34,albanian,33,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,26,13.1088295687885,12-15 mo,FALSE,FALSE,NA
babylabkingswood_mb1171,babylabkingswood,3,ADS,2,8.47,FALSE,hpp,399,FALSE,bilingual,english,33,polish,34,albanian,33,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,26,13.1088295687885,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb1171,babylabkingswood,4,IDS,2,18,FALSE,hpp,399,FALSE,bilingual,english,33,polish,34,albanian,33,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,26,13.1088295687885,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb1171,babylabkingswood,5,IDS,3,2.59,FALSE,hpp,399,FALSE,bilingual,english,33,polish,34,albanian,33,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,26,13.1088295687885,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb1171,babylabkingswood,6,ADS,3,3,FALSE,hpp,399,FALSE,bilingual,english,33,polish,34,albanian,33,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,26,13.1088295687885,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb1171,babylabkingswood,7,ADS,4,18,FALSE,hpp,399,FALSE,bilingual,english,33,polish,34,albanian,33,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,26,13.1088295687885,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb1171,babylabkingswood,8,IDS,4,2.55,FALSE,hpp,399,FALSE,bilingual,english,33,polish,34,albanian,33,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,26,13.1088295687885,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb1171,babylabkingswood,9,IDS,5,NA,FALSE,hpp,399,FALSE,bilingual,english,33,polish,34,albanian,33,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,26,13.1088295687885,12-15 mo,FALSE,FALSE,NA
babylabkingswood_mb1171,babylabkingswood,10,ADS,5,NA,FALSE,hpp,399,FALSE,bilingual,english,33,polish,34,albanian,33,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,26,13.1088295687885,12-15 mo,FALSE,FALSE,NA
babylabkingswood_mb1171,babylabkingswood,11,IDS,6,18,FALSE,hpp,399,FALSE,bilingual,english,33,polish,34,albanian,33,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,26,13.1088295687885,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb1171,babylabkingswood,12,ADS,6,16.43,FALSE,hpp,399,FALSE,bilingual,english,33,polish,34,albanian,33,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,26,13.1088295687885,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb1171,babylabkingswood,13,ADS,7,8.14,FALSE,hpp,399,FALSE,bilingual,english,33,polish,34,albanian,33,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,26,13.1088295687885,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb1171,babylabkingswood,14,IDS,7,2.26,FALSE,hpp,399,FALSE,bilingual,english,33,polish,34,albanian,33,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,26,13.1088295687885,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb1171,babylabkingswood,15,IDS,8,8.08,FALSE,hpp,399,FALSE,bilingual,english,33,polish,34,albanian,33,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,26,13.1088295687885,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb1171,babylabkingswood,16,ADS,8,NA,FALSE,hpp,399,FALSE,bilingual,english,33,polish,34,albanian,33,na,0,M,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,26,13.1088295687885,12-15 mo,FALSE,FALSE,NA
babylabkingswood_mb0904,babylabkingswood,1,IDS,5,NA,FALSE,hpp,392,FALSE,bilingual,english,50,wu,50,na,0,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,17,12.878850102669405,12-15 mo,FALSE,FALSE,NA
babylabkingswood_mb0904,babylabkingswood,2,ADS,5,3.05,FALSE,hpp,392,FALSE,bilingual,english,50,wu,50,na,0,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,17,12.878850102669405,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb0904,babylabkingswood,3,ADS,7,NA,FALSE,hpp,392,FALSE,bilingual,english,50,wu,50,na,0,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,17,12.878850102669405,12-15 mo,FALSE,FALSE,NA
babylabkingswood_mb0904,babylabkingswood,4,IDS,7,NA,FALSE,hpp,392,FALSE,bilingual,english,50,wu,50,na,0,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,17,12.878850102669405,12-15 mo,FALSE,FALSE,NA
babylabkingswood_mb0904,babylabkingswood,5,ADS,1,NA,FALSE,hpp,392,FALSE,bilingual,english,50,wu,50,na,0,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,17,12.878850102669405,12-15 mo,FALSE,FALSE,NA
babylabkingswood_mb0904,babylabkingswood,6,IDS,1,NA,FALSE,hpp,392,FALSE,bilingual,english,50,wu,50,na,0,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,17,12.878850102669405,12-15 mo,FALSE,FALSE,NA
babylabkingswood_mb0904,babylabkingswood,7,ADS,3,5.74,FALSE,hpp,392,FALSE,bilingual,english,50,wu,50,na,0,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,17,12.878850102669405,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb0904,babylabkingswood,8,IDS,3,5.02,FALSE,hpp,392,FALSE,bilingual,english,50,wu,50,na,0,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,17,12.878850102669405,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb0904,babylabkingswood,9,ADS,2,NA,FALSE,hpp,392,FALSE,bilingual,english,50,wu,50,na,0,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,17,12.878850102669405,12-15 mo,FALSE,FALSE,NA
babylabkingswood_mb0904,babylabkingswood,10,IDS,2,NA,FALSE,hpp,392,FALSE,bilingual,english,50,wu,50,na,0,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,17,12.878850102669405,12-15 mo,FALSE,FALSE,NA
babylabkingswood_mb0904,babylabkingswood,11,IDS,4,2.21,FALSE,hpp,392,FALSE,bilingual,english,50,wu,50,na,0,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,17,12.878850102669405,12-15 mo,FALSE,FALSE,FALSE
babylabkingswood_mb0904,babylabkingswood,12,ADS,4,4.1,FALSE,hpp,392,FALSE,bilingual,english,50,wu,50,na,0,na,0,F,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,0,17,12.878850102669405,12-15 mo,FALSE,FALSE,FALSE
