lab,subid,subid_unique,trial_order,trial_num,stimulus_num,method,age_days,age_mo,age_group,nae,gender,second_session,missing,parenta_gender,parentb_gender,parenta_education,parentb_education,bilingual_nae,lang2,lang3,lang4,bilingual_parenta_nae,bilingual_parentb_nae,bilingual_interview_lang,lang_group,SES,nae_exp,trial_error,session_error,lang1,lang1_exposure,lang2_exposure,lang3_exposure,lang4_exposure,pilot,bilingual_exposure,comm_lang_learn,monolingual_exposure,td,full_term,session_error_type_recoded,trial_error_recoded,out_of_age,ADS,IDS,diff
nusinfantlanguagecentre,nusinfantlanguagecentre_mb017,NA,NA,1,1,eyetracking,418,13.73305954825462,12-15 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,cantonese,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,50,40,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,4.55,4.1,-0.4500000000000002
nusinfantlanguagecentre,nusinfantlanguagecentre_mb017,NA,NA,2,2,eyetracking,418,13.73305954825462,12-15 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,cantonese,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,50,40,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA
nusinfantlanguagecentre,nusinfantlanguagecentre_mb017,NA,NA,3,3,eyetracking,418,13.73305954825462,12-15 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,cantonese,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,50,40,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,2.78,NA
nusinfantlanguagecentre,nusinfantlanguagecentre_mb018,NA,NA,1,5,eyetracking,412,13.535934291581109,12-15 mo,FALSE,M,NA,NA,NA,NA,NA,NA,NA,mandarin,na,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,64,35,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,10.61,14.41,3.8000000000000007
nusinfantlanguagecentre,nusinfantlanguagecentre_mb018,NA,NA,2,7,eyetracking,412,13.535934291581109,12-15 mo,FALSE,M,NA,NA,NA,NA,NA,NA,NA,mandarin,na,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,64,35,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,4.45,9.84,5.39
nusinfantlanguagecentre,nusinfantlanguagecentre_mb018,NA,NA,3,1,eyetracking,412,13.535934291581109,12-15 mo,FALSE,M,NA,NA,NA,NA,NA,NA,NA,mandarin,na,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,64,35,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,7.56,7.73,0.17000000000000082
nusinfantlanguagecentre,nusinfantlanguagecentre_mb018,NA,NA,4,3,eyetracking,412,13.535934291581109,12-15 mo,FALSE,M,NA,NA,NA,NA,NA,NA,NA,mandarin,na,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,64,35,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,5.71,4.76,-0.9500000000000002
nusinfantlanguagecentre,nusinfantlanguagecentre_mb018,NA,NA,5,2,eyetracking,412,13.535934291581109,12-15 mo,FALSE,M,NA,NA,NA,NA,NA,NA,NA,mandarin,na,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,64,35,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,2.73,4.9,2.1700000000000004
nusinfantlanguagecentre,nusinfantlanguagecentre_mb018,NA,NA,6,4,eyetracking,412,13.535934291581109,12-15 mo,FALSE,M,NA,NA,NA,NA,NA,NA,NA,mandarin,na,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,64,35,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,7.59,5.6,-1.9900000000000002
nusinfantlanguagecentre,nusinfantlanguagecentre_mb018,NA,NA,7,6,eyetracking,412,13.535934291581109,12-15 mo,FALSE,M,NA,NA,NA,NA,NA,NA,NA,mandarin,na,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,64,35,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,2.5,NA,NA
nusinfantlanguagecentre,nusinfantlanguagecentre_mb018,NA,NA,8,8,eyetracking,412,13.535934291581109,12-15 mo,FALSE,M,NA,NA,NA,NA,NA,NA,NA,mandarin,na,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,64,35,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,2.35,NA
nusinfantlanguagecentre,nusinfantlanguagecentre_mb019,NA,NA,1,5,eyetracking,373,12.254620123203285,12-15 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,hakka,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,57,42,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,3.75,6.69,2.9400000000000004
nusinfantlanguagecentre,nusinfantlanguagecentre_mb019,NA,NA,2,7,eyetracking,373,12.254620123203285,12-15 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,hakka,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,57,42,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,6.37,NA,NA
nusinfantlanguagecentre,nusinfantlanguagecentre_mb019,NA,NA,3,1,eyetracking,373,12.254620123203285,12-15 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,hakka,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,57,42,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,2.06,13.84,11.78
nusinfantlanguagecentre,nusinfantlanguagecentre_mb019,NA,NA,4,3,eyetracking,373,12.254620123203285,12-15 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,hakka,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,57,42,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,3.85,14.41,10.56
nusinfantlanguagecentre,nusinfantlanguagecentre_mb019,NA,NA,5,2,eyetracking,373,12.254620123203285,12-15 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,hakka,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,57,42,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,2.41,14.37,11.959999999999999
nusinfantlanguagecentre,nusinfantlanguagecentre_mb019,NA,NA,6,4,eyetracking,373,12.254620123203285,12-15 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,hakka,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,57,42,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,3.68,4.16,0.48
nusinfantlanguagecentre,nusinfantlanguagecentre_mb019,NA,NA,7,6,eyetracking,373,12.254620123203285,12-15 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,hakka,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,57,42,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,2.66,16.18,13.52
nusinfantlanguagecentre,nusinfantlanguagecentre_mb019,NA,NA,8,8,eyetracking,373,12.254620123203285,12-15 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,hakka,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,57,42,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,11.06,NA
nusinfantlanguagecentre,nusinfantlanguagecentre_mb022,NA,NA,1,5,eyetracking,418,13.73305954825462,12-15 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,bahasa,na,NA,NA,NA,bilingual,14,0,FALSE,FALSE,english,27,69,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,6.89,6.76,-0.1299999999999999
nusinfantlanguagecentre,nusinfantlanguagecentre_mb022,NA,NA,2,7,eyetracking,418,13.73305954825462,12-15 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,bahasa,na,NA,NA,NA,bilingual,14,0,FALSE,FALSE,english,27,69,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,3.78,13.89,10.110000000000001
nusinfantlanguagecentre,nusinfantlanguagecentre_mb022,NA,NA,3,1,eyetracking,418,13.73305954825462,12-15 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,bahasa,na,NA,NA,NA,bilingual,14,0,FALSE,FALSE,english,27,69,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,7.63,6.81,-0.8200000000000003
nusinfantlanguagecentre,nusinfantlanguagecentre_mb022,NA,NA,4,3,eyetracking,418,13.73305954825462,12-15 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,bahasa,na,NA,NA,NA,bilingual,14,0,FALSE,FALSE,english,27,69,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,5.51,6.56,1.0499999999999998
nusinfantlanguagecentre,nusinfantlanguagecentre_mb022,NA,NA,5,2,eyetracking,418,13.73305954825462,12-15 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,bahasa,na,NA,NA,NA,bilingual,14,0,FALSE,FALSE,english,27,69,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,2.51,3.31,0.8000000000000003
nusinfantlanguagecentre,nusinfantlanguagecentre_mb022,NA,NA,6,4,eyetracking,418,13.73305954825462,12-15 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,bahasa,na,NA,NA,NA,bilingual,14,0,FALSE,FALSE,english,27,69,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,2.56,NA
nusinfantlanguagecentre,nusinfantlanguagecentre_mb022,NA,NA,7,6,eyetracking,418,13.73305954825462,12-15 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,bahasa,na,NA,NA,NA,bilingual,14,0,FALSE,FALSE,english,27,69,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA
nusinfantlanguagecentre,nusinfantlanguagecentre_mb022,NA,NA,8,8,eyetracking,418,13.73305954825462,12-15 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,bahasa,na,NA,NA,NA,bilingual,14,0,FALSE,FALSE,english,27,69,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,2.7,NA
nusinfantlanguagecentre,nusinfantlanguagecentre_mb023,NA,NA,1,5,eyetracking,442,14.521560574948666,12-15 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,hokkien,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,26,72,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,4.01,NA,NA
nusinfantlanguagecentre,nusinfantlanguagecentre_mb023,NA,NA,2,7,eyetracking,442,14.521560574948666,12-15 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,hokkien,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,26,72,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA
nusinfantlanguagecentre,nusinfantlanguagecentre_mb023,NA,NA,3,1,eyetracking,442,14.521560574948666,12-15 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,hokkien,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,26,72,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,3.88,NA
nusinfantlanguagecentre,nusinfantlanguagecentre_mb023,NA,NA,4,3,eyetracking,442,14.521560574948666,12-15 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,hokkien,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,26,72,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA
nusinfantlanguagecentre,nusinfantlanguagecentre_mb030,NA,NA,1,5,eyetracking,404,13.273100616016427,12-15 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,na,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,65,34,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,3.6,3.78,0.17999999999999972
nusinfantlanguagecentre,nusinfantlanguagecentre_mb030,NA,NA,2,7,eyetracking,404,13.273100616016427,12-15 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,na,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,65,34,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,2.56,2.6,0.040000000000000036
nusinfantlanguagecentre,nusinfantlanguagecentre_mb030,NA,NA,3,1,eyetracking,404,13.273100616016427,12-15 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,na,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,65,34,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,4.91,2.6,-2.31
nusinfantlanguagecentre,nusinfantlanguagecentre_mb030,NA,NA,4,3,eyetracking,404,13.273100616016427,12-15 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,na,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,65,34,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,4.75,NA,NA
nusinfantlanguagecentre,nusinfantlanguagecentre_mb030,NA,NA,5,2,eyetracking,404,13.273100616016427,12-15 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,na,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,65,34,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA
nusinfantlanguagecentre,nusinfantlanguagecentre_mb030,NA,NA,6,4,eyetracking,404,13.273100616016427,12-15 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,na,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,65,34,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,2.18,NA,NA
nusinfantlanguagecentre,nusinfantlanguagecentre_mb033,NA,NA,1,5,eyetracking,402,13.207392197125257,12-15 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,na,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,53,46,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,5.86,NA
nusinfantlanguagecentre,nusinfantlanguagecentre_mb033,NA,NA,2,7,eyetracking,402,13.207392197125257,12-15 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,na,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,53,46,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,3.53,NA,NA
nusinfantlanguagecentre,nusinfantlanguagecentre_mb033,NA,NA,3,1,eyetracking,402,13.207392197125257,12-15 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,na,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,53,46,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,3.96,NA,NA
nusinfantlanguagecentre,nusinfantlanguagecentre_mb033,NA,NA,4,3,eyetracking,402,13.207392197125257,12-15 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,na,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,53,46,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,2.45,NA,NA
nusinfantlanguagecentre,nusinfantlanguagecentre_mb033,NA,NA,5,2,eyetracking,402,13.207392197125257,12-15 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,na,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,53,46,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,7.78,3.46,-4.32
nusinfantlanguagecentre,nusinfantlanguagecentre_mb033,NA,NA,6,4,eyetracking,402,13.207392197125257,12-15 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,na,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,53,46,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,7.17,NA
nusinfantlanguagecentre,nusinfantlanguagecentre_mb033,NA,NA,7,6,eyetracking,402,13.207392197125257,12-15 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,na,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,53,46,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,2.45,NA
nusinfantlanguagecentre,nusinfantlanguagecentre_mb033,NA,NA,8,8,eyetracking,402,13.207392197125257,12-15 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,na,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,53,46,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA
nusinfantlanguagecentre,nusinfantlanguagecentre_yb003,NA,NA,1,5,eyetracking,263,8.640657084188911,6-9 mo,FALSE,M,NA,NA,NA,NA,NA,NA,NA,mandarin,hokkien,teochew,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,33,63,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,14.25,10.32,-3.9299999999999997
nusinfantlanguagecentre,nusinfantlanguagecentre_yb003,NA,NA,2,7,eyetracking,263,8.640657084188911,6-9 mo,FALSE,M,NA,NA,NA,NA,NA,NA,NA,mandarin,hokkien,teochew,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,33,63,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,6.66,2.56,-4.1
nusinfantlanguagecentre,nusinfantlanguagecentre_yb003,NA,NA,3,1,eyetracking,263,8.640657084188911,6-9 mo,FALSE,M,NA,NA,NA,NA,NA,NA,NA,mandarin,hokkien,teochew,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,33,63,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,10.58,6.01,-4.57
nusinfantlanguagecentre,nusinfantlanguagecentre_yb003,NA,NA,4,3,eyetracking,263,8.640657084188911,6-9 mo,FALSE,M,NA,NA,NA,NA,NA,NA,NA,mandarin,hokkien,teochew,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,33,63,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,4.53,NA,NA
nusinfantlanguagecentre,nusinfantlanguagecentre_yb003,NA,NA,5,2,eyetracking,263,8.640657084188911,6-9 mo,FALSE,M,NA,NA,NA,NA,NA,NA,NA,mandarin,hokkien,teochew,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,33,63,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,6.49,5.25,-1.2400000000000002
nusinfantlanguagecentre,nusinfantlanguagecentre_yb003,NA,NA,6,4,eyetracking,263,8.640657084188911,6-9 mo,FALSE,M,NA,NA,NA,NA,NA,NA,NA,mandarin,hokkien,teochew,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,33,63,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,4.83,NA,NA
nusinfantlanguagecentre,nusinfantlanguagecentre_yb003,NA,NA,7,6,eyetracking,263,8.640657084188911,6-9 mo,FALSE,M,NA,NA,NA,NA,NA,NA,NA,mandarin,hokkien,teochew,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,33,63,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,5.41,NA
nusinfantlanguagecentre,nusinfantlanguagecentre_yb003,NA,NA,8,8,eyetracking,263,8.640657084188911,6-9 mo,FALSE,M,NA,NA,NA,NA,NA,NA,NA,mandarin,hokkien,teochew,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,33,63,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,10.18,2.23,-7.949999999999999
nusinfantlanguagecentre,nusinfantlanguagecentre_yb004,NA,NA,1,5,eyetracking,273,8.969199178644764,6-9 mo,FALSE,M,NA,NA,NA,NA,NA,NA,NA,mandarin,bahasa indonesian,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,43,56,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,5.56,5.54,-0.019999999999999574
nusinfantlanguagecentre,nusinfantlanguagecentre_yb004,NA,NA,2,7,eyetracking,273,8.969199178644764,6-9 mo,FALSE,M,NA,NA,NA,NA,NA,NA,NA,mandarin,bahasa indonesian,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,43,56,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,6.19,NA
nusinfantlanguagecentre,nusinfantlanguagecentre_yb004,NA,NA,3,1,eyetracking,273,8.969199178644764,6-9 mo,FALSE,M,NA,NA,NA,NA,NA,NA,NA,mandarin,bahasa indonesian,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,43,56,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,6.51,4.08,-2.4299999999999997
nusinfantlanguagecentre,nusinfantlanguagecentre_yb004,NA,NA,4,3,eyetracking,273,8.969199178644764,6-9 mo,FALSE,M,NA,NA,NA,NA,NA,NA,NA,mandarin,bahasa indonesian,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,43,56,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,2.01,NA
nusinfantlanguagecentre,nusinfantlanguagecentre_yb004,NA,NA,5,2,eyetracking,273,8.969199178644764,6-9 mo,FALSE,M,NA,NA,NA,NA,NA,NA,NA,mandarin,bahasa indonesian,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,43,56,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,2.82,NA,NA
nusinfantlanguagecentre,nusinfantlanguagecentre_yb004,NA,NA,6,4,eyetracking,273,8.969199178644764,6-9 mo,FALSE,M,NA,NA,NA,NA,NA,NA,NA,mandarin,bahasa indonesian,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,43,56,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,2.56,2.05,-0.5100000000000002
nusinfantlanguagecentre,nusinfantlanguagecentre_yb004,NA,NA,7,6,eyetracking,273,8.969199178644764,6-9 mo,FALSE,M,NA,NA,NA,NA,NA,NA,NA,mandarin,bahasa indonesian,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,43,56,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,2.88,NA,NA
nusinfantlanguagecentre,nusinfantlanguagecentre_yb004,NA,NA,8,8,eyetracking,273,8.969199178644764,6-9 mo,FALSE,M,NA,NA,NA,NA,NA,NA,NA,mandarin,bahasa indonesian,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,43,56,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA
nusinfantlanguagecentre,nusinfantlanguagecentre_yb005,NA,NA,1,1,eyetracking,239,7.852156057494867,6-9 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,na,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,64,35,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,4.2,4.48,0.28000000000000025
nusinfantlanguagecentre,nusinfantlanguagecentre_yb005,NA,NA,2,2,eyetracking,239,7.852156057494867,6-9 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,na,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,64,35,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,4.95,2.96,-1.9900000000000002
nusinfantlanguagecentre,nusinfantlanguagecentre_yb005,NA,NA,3,3,eyetracking,239,7.852156057494867,6-9 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,na,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,64,35,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,2.83,6.14,3.3099999999999996
nusinfantlanguagecentre,nusinfantlanguagecentre_yb005,NA,NA,4,4,eyetracking,239,7.852156057494867,6-9 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,na,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,64,35,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,4.96,8.13,3.170000000000001
nusinfantlanguagecentre,nusinfantlanguagecentre_yb005,NA,NA,5,5,eyetracking,239,7.852156057494867,6-9 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,na,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,64,35,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,5.15,5.64,0.4899999999999993
nusinfantlanguagecentre,nusinfantlanguagecentre_yb005,NA,NA,6,6,eyetracking,239,7.852156057494867,6-9 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,na,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,64,35,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,6.73,5.03,-1.7000000000000002
nusinfantlanguagecentre,nusinfantlanguagecentre_yb005,NA,NA,7,7,eyetracking,239,7.852156057494867,6-9 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,na,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,64,35,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,3.23,6.14,2.9099999999999997
nusinfantlanguagecentre,nusinfantlanguagecentre_yb005,NA,NA,8,8,eyetracking,239,7.852156057494867,6-9 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,na,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,64,35,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA
nusinfantlanguagecentre,nusinfantlanguagecentre_yb006,NA,NA,1,1,eyetracking,263,8.640657084188911,6-9 mo,FALSE,F,NA,NA,NA,NA,NA,NA,NA,mandarin,na,na,NA,NA,NA,bilingual,15,0,FALSE,FALSE,english,41,58,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,7.61,7.76,0.14999999999999947
