lab,subid,subid_unique,trial_order,trial_num,stimulus_num,method,age_days,age_mo,age_group,nae,gender,second_session,missing,parenta_gender,parentb_gender,parenta_education,parentb_education,bilingual_nae,lang2,lang3,lang4,bilingual_parenta_nae,bilingual_parentb_nae,bilingual_interview_lang,lang_group,SES,nae_exp,trial_error,session_error,lang1,lang1_exposure,lang2_exposure,lang3_exposure,lang4_exposure,pilot,bilingual_exposure,comm_lang_learn,monolingual_exposure,td,full_term,session_error_type_recoded,trial_error_recoded,out_of_age,ADS,IDS,diff,lab_age_lang
infantstudiesubc,mbm1_infantstudiesubc,infantstudiesubc:mbm1,1,3,3,hpp,238,7.819301848049282,6-9 mo,TRUE,M,FALSE,FALSE,FALSE,M,16,14,NA,NA,NA,NA,NA,NA,NA,monolingual,16,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3467,2.535866667,-10.810833333,infantstudiesubc monolingual 6-9 mo
infantstudiesubc,mbm10_infantstudiesubc,infantstudiesubc:mbm10,2,3,1,hpp,227,7.457905544147844,6-9 mo,TRUE,M,TRUE,FALSE,FALSE,M,16,16,NA,NA,NA,NA,NA,NA,NA,monolingual,16,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1031,NA,NA,infantstudiesubc monolingual 6-9 mo
infantstudiesubc,mbm11_infantstudiesubc,infantstudiesubc:mbm11,3,3,1,hpp,189,6.209445585215605,6-9 mo,TRUE,F,FALSE,FALSE,FALSE,M,18,12,NA,NA,NA,NA,NA,NA,NA,monolingual,18,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8108,3.670333333,-7.140466667,infantstudiesubc monolingual 6-9 mo
infantstudiesubc,mbm13_infantstudiesubc,infantstudiesubc:mbm13,1,3,3,hpp,208,6.833675564681725,6-9 mo,TRUE,M,FALSE,FALSE,FALSE,M,18,18,NA,NA,NA,NA,NA,NA,NA,monolingual,18,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.739066667,NA,NA,infantstudiesubc monolingual 6-9 mo
infantstudiesubc,mbm14_infantstudiesubc,infantstudiesubc:mbm14,2,3,3,hpp,232,7.62217659137577,6-9 mo,TRUE,F,FALSE,FALSE,FALSE,M,14,12,NA,NA,NA,NA,NA,NA,NA,monolingual,14,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.669333367,NA,infantstudiesubc monolingual 6-9 mo
infantstudiesubc,mbm15_infantstudiesubc,infantstudiesubc:mbm15,3,3,1,hpp,249,8.180698151950718,6-9 mo,TRUE,M,FALSE,FALSE,FALSE,M,18,12,NA,NA,NA,NA,NA,NA,NA,monolingual,18,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.769433333,4.537866667,1.7684333340000005,infantstudiesubc monolingual 6-9 mo
infantstudiesubc,mbm17_infantstudiesubc,infantstudiesubc:mbm17,1,3,3,hpp,230,7.5564681724846,6-9 mo,TRUE,F,FALSE,FALSE,FALSE,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,monolingual,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.940266667,17.55086667,10.610600003000002,infantstudiesubc monolingual 6-9 mo
infantstudiesubc,mbm19_infantstudiesubc,infantstudiesubc:mbm19,3,3,1,hpp,255,8.37782340862423,6-9 mo,TRUE,F,FALSE,FALSE,FALSE,M,16,18,NA,NA,NA,NA,NA,NA,NA,monolingual,16,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5025,13.013,10.5105,infantstudiesubc monolingual 6-9 mo
infantstudiesubc,mbm2_infantstudiesubc,infantstudiesubc:mbm2,2,3,3,hpp,236,7.753593429158111,6-9 mo,TRUE,M,FALSE,FALSE,FALSE,M,16,14,NA,NA,NA,NA,NA,NA,NA,monolingual,16,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4044,3.336666667,-1.067733333,infantstudiesubc monolingual 6-9 mo
infantstudiesubc,mbm23_infantstudiesubc,infantstudiesubc:mbm23,4,3,1,hpp,199,6.537987679671458,6-9 mo,TRUE,F,FALSE,FALSE,FALSE,M,19,16,NA,NA,NA,NA,NA,NA,NA,monolingual,19,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.471133333,16.2162,11.745066667,infantstudiesubc monolingual 6-9 mo
infantstudiesubc,mbm24_infantstudiesubc,infantstudiesubc:mbm24,2,3,3,hpp,198,6.505133470225872,6-9 mo,TRUE,M,FALSE,FALSE,FALSE,F,18,18,NA,NA,NA,NA,NA,NA,NA,monolingual,18,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.375033333,4.537866667,-3.837166665999999,infantstudiesubc monolingual 6-9 mo
infantstudiesubc,mbm25_infantstudiesubc,infantstudiesubc:mbm25,2,3,3,hpp,219,7.195071868583162,6-9 mo,TRUE,M,FALSE,FALSE,FALSE,F,18,18,NA,NA,NA,NA,NA,NA,NA,monolingual,18,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4094,15.64896667,6.23956667,infantstudiesubc monolingual 6-9 mo
infantstudiesubc,mbm4_infantstudiesubc,infantstudiesubc:mbm4,4,3,1,hpp,237,7.786447638603696,6-9 mo,TRUE,M,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monolingual,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.741066667,NA,infantstudiesubc monolingual 6-9 mo
infantstudiesubc,mbm7_infantstudiesubc,infantstudiesubc:mbm7,3,3,1,hpp,228,7.490759753593429,6-9 mo,TRUE,M,TRUE,FALSE,FALSE,M,16,19,NA,NA,NA,NA,NA,NA,NA,monolingual,16,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.371033333,5.7057,1.3346666670000005,infantstudiesubc monolingual 6-9 mo
infantstudiesubc,mbm8_infantstudiesubc,infantstudiesubc:mbm8,4,3,1,hpp,253,8.31211498973306,6-9 mo,TRUE,M,FALSE,FALSE,FALSE,M,16,16,NA,NA,NA,NA,NA,NA,NA,monolingual,16,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.94526667,NA,infantstudiesubc monolingual 6-9 mo
infantstudiesubc,mbm9_infantstudiesubc,infantstudiesubc:mbm9,4,3,3,hpp,257,8.4435318275154,6-9 mo,TRUE,M,FALSE,FALSE,FALSE,M,16,16,NA,NA,NA,NA,NA,NA,NA,monolingual,16,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4044,7.640966667,3.236566667,infantstudiesubc monolingual 6-9 mo
irlconcordia,mb12s02_irlconcordia,irlconcordia:mb12s02,3,3,1,eyetracking,397,13.043121149897331,12-15 mo,TRUE,F,FALSE,FALSE,FALSE,M,11,11,NA,NA,NA,NA,NA,NA,NA,monolingual,11,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,7.06,2.96,irlconcordia monolingual 12-15 mo
irlconcordia,mb12s09_irlconcordia,irlconcordia:mb12s09,3,3,1,eyetracking,374,12.28747433264887,12-15 mo,TRUE,M,FALSE,FALSE,FALSE,M,11,11,NA,NA,NA,NA,NA,NA,NA,monolingual,11,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.36,NA,NA,irlconcordia monolingual 12-15 mo
irlconcordia,mb12s11_irlconcordia,irlconcordia:mb12s11,4,3,1,eyetracking,388,12.747433264887064,12-15 mo,TRUE,M,FALSE,FALSE,FALSE,M,18,13,NA,NA,NA,NA,NA,NA,NA,monolingual,18,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,16.35,10.55,irlconcordia monolingual 12-15 mo
irlconcordia,mb12s13_irlconcordia,irlconcordia:mb12s13,2,3,3,eyetracking,396,13.010266940451745,12-15 mo,TRUE,F,FALSE,FALSE,FALSE,M,16,16,NA,NA,NA,NA,NA,NA,NA,monolingual,16,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65,NA,irlconcordia monolingual 12-15 mo
irlconcordia,mb12s15_irlconcordia,irlconcordia:mb12s15,4,3,1,eyetracking,425,13.963039014373717,12-15 mo,TRUE,M,FALSE,FALSE,FALSE,M,16,13,NA,NA,NA,NA,NA,NA,NA,monolingual,16,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.09,2.77,0.6800000000000002,irlconcordia monolingual 12-15 mo
irlconcordia,mb12s21_irlconcordia,irlconcordia:mb12s21,4,3,1,eyetracking,367,12.057494866529774,12-15 mo,TRUE,M,FALSE,FALSE,FALSE,M,16,15,NA,NA,NA,NA,NA,NA,NA,monolingual,16,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.71,10.79,8.079999999999998,irlconcordia monolingual 12-15 mo
irlconcordia,mb12s24_irlconcordia,irlconcordia:mb12s24,2,3,3,eyetracking,443,14.55441478439425,12-15 mo,TRUE,F,FALSE,FALSE,FALSE,M,19,16,NA,NA,NA,NA,NA,NA,NA,monolingual,19,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.69,NA,irlconcordia monolingual 12-15 mo
irlconcordia,mb12s31_irlconcordia,irlconcordia:mb12s31,3,3,1,eyetracking,380,12.484599589322382,12-15 mo,TRUE,F,FALSE,FALSE,FALSE,M,18,16,NA,NA,NA,NA,NA,NA,NA,monolingual,18,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.95,3.58,-0.3700000000000001,irlconcordia monolingual 12-15 mo
irlconcordia,mb6s04_irlconcordia,irlconcordia:mb6s04,2,3,3,eyetracking,222,7.293634496919918,6-9 mo,TRUE,M,FALSE,FALSE,FALSE,M,16,16,NA,NA,NA,NA,NA,NA,NA,monolingual,16,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.21,NA,irlconcordia monolingual 6-9 mo
irlconcordia,mb6s05_irlconcordia,irlconcordia:mb6s05,3,3,1,eyetracking,208,6.833675564681725,6-9 mo,TRUE,F,FALSE,FALSE,FALSE,M,16,22,NA,NA,NA,NA,NA,NA,NA,monolingual,16,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.38,3.65,1.27,irlconcordia monolingual 6-9 mo
irlconcordia,mb6s07_irlconcordia,irlconcordia:mb6s07,2,3,3,eyetracking,255,8.37782340862423,6-9 mo,TRUE,M,FALSE,FALSE,FALSE,M,22,12,NA,NA,NA,NA,NA,NA,NA,monolingual,22,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.97,NA,irlconcordia monolingual 6-9 mo
irlconcordia,mb6s09_irlconcordia,irlconcordia:mb6s09,4,3,1,eyetracking,202,6.636550308008213,6-9 mo,TRUE,M,FALSE,FALSE,FALSE,M,18,18,NA,NA,NA,NA,NA,NA,NA,monolingual,18,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.43,11.34,-2.09,irlconcordia monolingual 6-9 mo
irlconcordia,mb6s10_irlconcordia,irlconcordia:mb6s10,1,3,3,eyetracking,255,8.37782340862423,6-9 mo,TRUE,M,FALSE,FALSE,FALSE,M,18,13,NA,NA,NA,NA,NA,NA,NA,monolingual,18,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.84,3.47,-1.3699999999999997,irlconcordia monolingual 6-9 mo
irlconcordia,mb6s11_irlconcordia,irlconcordia:mb6s11,2,3,3,eyetracking,190,6.242299794661191,6-9 mo,TRUE,M,FALSE,FALSE,FALSE,M,16,15,NA,NA,NA,NA,NA,NA,NA,monolingual,16,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA,irlconcordia monolingual 6-9 mo
irlconcordia,mb6s14_irlconcordia,irlconcordia:mb6s14,4,3,1,eyetracking,187,6.143737166324435,6-9 mo,TRUE,F,FALSE,FALSE,FALSE,M,14,15,NA,NA,NA,NA,NA,NA,NA,monolingual,14,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42,NA,irlconcordia monolingual 6-9 mo
irlconcordia,mb6s16_irlconcordia,irlconcordia:mb6s16,2,3,3,eyetracking,228,7.490759753593429,6-9 mo,TRUE,M,FALSE,FALSE,FALSE,M,17,12,NA,NA,NA,NA,NA,NA,NA,monolingual,17,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.43,5.71,2.28,irlconcordia monolingual 6-9 mo
irlconcordia,mb6s17_irlconcordia,irlconcordia:mb6s17,2,3,3,eyetracking,200,6.570841889117043,6-9 mo,TRUE,M,FALSE,FALSE,FALSE,M,18,13,NA,NA,NA,NA,NA,NA,NA,monolingual,18,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.75,NA,irlconcordia monolingual 6-9 mo
irlconcordia,mb6s18_irlconcordia,irlconcordia:mb6s18,4,3,1,eyetracking,205,6.7351129363449695,6-9 mo,TRUE,M,FALSE,FALSE,FALSE,M,18,16,NA,NA,NA,NA,NA,NA,NA,monolingual,18,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.67,NA,irlconcordia monolingual 6-9 mo
irlconcordia,mb6s20_irlconcordia,irlconcordia:mb6s20,3,3,1,eyetracking,271,8.903490759753593,6-9 mo,TRUE,M,FALSE,FALSE,FALSE,M,13,16,NA,NA,NA,NA,NA,NA,NA,monolingual,13,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.75,6.88,1.13,irlconcordia monolingual 6-9 mo
irlconcordia,mb6s27_irlconcordia,irlconcordia:mb6s27,3,3,1,eyetracking,215,7.063655030800821,6-9 mo,TRUE,F,FALSE,FALSE,FALSE,M,16,13,NA,NA,NA,NA,NA,NA,NA,monolingual,16,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.35,NA,NA,irlconcordia monolingual 6-9 mo
irlconcordia,mb6s34_irlconcordia,irlconcordia:mb6s34,4,3,1,eyetracking,225,7.392197125256674,6-9 mo,TRUE,F,FALSE,FALSE,FALSE,M,13,10,NA,NA,NA,NA,NA,NA,NA,monolingual,13,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.64,NA,irlconcordia monolingual 6-9 mo
isplabmcgill,m14_isplabmcgill,isplabmcgill:m14,2,3,3,hpp,420,13.79876796714579,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,M,18,12,NA,NA,NA,NA,NA,NA,NA,monolingual,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.82,NA,isplabmcgill monolingual 12-15 mo
isplabmcgill,m15_isplabmcgill,isplabmcgill:m15,3,3,1,hpp,377,12.386036960985626,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,M,20,22,NA,NA,NA,NA,NA,NA,NA,monolingual,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.84,4.27,1.4299999999999997,isplabmcgill monolingual 12-15 mo
isplabmcgill,m16_isplabmcgill,isplabmcgill:m16,4,3,1,hpp,385,12.648870636550308,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,M,20,20,NA,NA,NA,NA,NA,NA,NA,monolingual,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.32,16.2,11.879999999999999,isplabmcgill monolingual 12-15 mo
isplabmcgill,m17_isplabmcgill,isplabmcgill:m17,1,3,3,hpp,384,12.616016427104723,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,M,16,17,NA,NA,NA,NA,NA,NA,NA,monolingual,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.64,16.13,7.489999999999998,isplabmcgill monolingual 12-15 mo
isplabmcgill,m18_isplabmcgill,isplabmcgill:m18,2,3,3,hpp,395,12.97741273100616,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,M,17,17,NA,NA,NA,NA,NA,NA,NA,monolingual,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.47,NA,isplabmcgill monolingual 12-15 mo
isplabmcgill,m20_isplabmcgill,isplabmcgill:m20,3,3,1,hpp,395,12.97741273100616,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,M,18,24,NA,NA,NA,NA,NA,NA,NA,monolingual,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5.2,1.2000000000000002,isplabmcgill monolingual 12-15 mo
isplabmcgill,m23_isplabmcgill,isplabmcgill:m23,2,3,3,hpp,419,13.765913757700206,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,M,23,17,NA,NA,NA,NA,NA,NA,NA,monolingual,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.02,9.74,4.720000000000001,isplabmcgill monolingual 12-15 mo
isplabmcgill,m24_isplabmcgill,isplabmcgill:m24,3,3,1,hpp,452,14.850102669404517,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,M,13,11,NA,NA,NA,NA,NA,NA,NA,monolingual,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.03,8.46,6.4300000000000015,isplabmcgill monolingual 12-15 mo
isplabmcgill,m27_isplabmcgill,isplabmcgill:m27,2,3,3,hpp,423,13.897330595482547,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,M,20,16,NA,NA,NA,NA,NA,NA,NA,monolingual,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,15.76,10.96,isplabmcgill monolingual 12-15 mo
isplabmcgill,m28_isplabmcgill,isplabmcgill:m28,3,3,1,hpp,435,14.291581108829568,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,M,14,16,NA,NA,NA,NA,NA,NA,NA,monolingual,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,NA,NA,isplabmcgill monolingual 12-15 mo
isplabmcgill,m29_isplabmcgill,isplabmcgill:m29,4,3,1,hpp,435,14.291581108829568,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,M,22,13,NA,NA,NA,NA,NA,NA,NA,monolingual,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.31,14.99,11.68,isplabmcgill monolingual 12-15 mo
ldlottawa,mbms07_ldlottawa,ldlottawa:mbms07,2,3,3,singlescreen,262,8.607802874743326,6-9 mo,TRUE,F,FALSE,FALSE,FALSE,M,21,19,NA,NA,NA,NA,NA,NA,NA,monolingual,21,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5533,3.105,0.5516999999999999,ldlottawa monolingual 6-9 mo
ldlottawa,mbms13_ldlottawa,ldlottawa:mbms13,4,3,1,singlescreen,442,14.521560574948666,12-15 mo,TRUE,M,FALSE,FALSE,FALSE,M,26,31,NA,NA,NA,NA,NA,NA,NA,monolingual,26,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.27,5.805,1.5350000000000001,ldlottawa monolingual 12-15 mo
ldlottawa,mbms16_ldlottawa,ldlottawa:mbms16,3,3,1,singlescreen,377,12.386036960985626,12-15 mo,TRUE,M,FALSE,FALSE,FALSE,M,22,27,NA,NA,NA,NA,NA,NA,NA,monolingual,22,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.97,3.205,0.23499999999999988,ldlottawa monolingual 12-15 mo
ldlottawa,mbms19_ldlottawa,ldlottawa:mbms19,2,3,3,singlescreen,400,13.141683778234086,12-15 mo,TRUE,F,FALSE,FALSE,FALSE,M,17,17,NA,NA,NA,NA,NA,NA,NA,monolingual,17,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.253,3.321,0.06800000000000006,ldlottawa monolingual 12-15 mo
ldlottawa,mbms23_ldlottawa,ldlottawa:mbms23,2,3,3,singlescreen,447,14.685831622176591,12-15 mo,TRUE,M,FALSE,FALSE,FALSE,F,20,17,NA,NA,NA,NA,NA,NA,NA,monolingual,17,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6533,4.9033,1.2499999999999996,ldlottawa monolingual 12-15 mo
ldlottawa,mbms29_ldlottawa,ldlottawa:mbms29,4,3,1,singlescreen,236,7.753593429158111,6-9 mo,TRUE,F,FALSE,FALSE,FALSE,M,6,9,NA,NA,NA,NA,NA,NA,NA,monolingual,6,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7183,2.37,-0.34830000000000005,ldlottawa monolingual 6-9 mo
ldlottawa,mbms36_ldlottawa,ldlottawa:mbms36,3,3,1,singlescreen,247,8.114989733059549,6-9 mo,TRUE,F,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monolingual,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.09,4.1866,-1.9033999999999995,ldlottawa monolingual 6-9 mo
ldlottawa,mbms40_ldlottawa,ldlottawa:mbms40,1,3,3,singlescreen,452,14.850102669404517,12-15 mo,TRUE,F,FALSE,FALSE,FALSE,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,monolingual,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1733,7.825,2.6517,ldlottawa monolingual 12-15 mo
ldlottawa,mbms41_ldlottawa,ldlottawa:mbms41,2,3,3,singlescreen,270,8.870636550308008,6-9 mo,TRUE,M,FALSE,FALSE,FALSE,M,18,15,NA,NA,NA,NA,NA,NA,NA,monolingual,18,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.088,NA,ldlottawa monolingual 6-9 mo
ldlottawa,mbms46_ldlottawa,ldlottawa:mbms46,3,3,1,singlescreen,253,8.31211498973306,6-9 mo,TRUE,F,FALSE,FALSE,FALSE,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,monolingual,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.703,3.651,-1.0520000000000005,ldlottawa monolingual 6-9 mo
ldlottawa,mbms47_ldlottawa,ldlottawa:mbms47,4,3,1,singlescreen,382,12.550308008213552,12-15 mo,TRUE,F,FALSE,FALSE,FALSE,F,16,17,NA,NA,NA,NA,NA,NA,NA,monolingual,17,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.985,3.37,0.38500000000000023,ldlottawa monolingual 12-15 mo
ldlottawa,mbms49_ldlottawa,ldlottawa:mbms49,2,3,3,singlescreen,225,7.392197125256674,6-9 mo,TRUE,M,FALSE,FALSE,FALSE,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,monolingual,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.105,11.79,7.684999999999999,ldlottawa monolingual 6-9 mo
ldlottawa,mbms53_ldlottawa,ldlottawa:mbms53,2,3,3,singlescreen,241,7.917864476386037,6-9 mo,TRUE,F,FALSE,FALSE,FALSE,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,monolingual,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.473,4.305,-3.168,ldlottawa monolingual 6-9 mo
ldlottawa,mbms56_ldlottawa,ldlottawa:mbms56,1,3,3,singlescreen,383,12.583162217659138,12-15 mo,TRUE,F,FALSE,FALSE,FALSE,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,monolingual,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0683,2.285,0.21670000000000034,ldlottawa monolingual 12-15 mo
ldlottawa,mbms63_ldlottawa,ldlottawa:mbms63,4,3,1,singlescreen,236,7.753593429158111,6-9 mo,TRUE,M,FALSE,FALSE,FALSE,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,monolingual,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.905,3.2366,-1.6684,ldlottawa monolingual 6-9 mo
ldlottawa,mbms65_ldlottawa,ldlottawa:mbms65,2,3,3,singlescreen,263,8.640657084188911,6-9 mo,TRUE,F,FALSE,FALSE,FALSE,F,19,17,NA,NA,NA,NA,NA,NA,NA,monolingual,17,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.235,2.985,0.75,ldlottawa monolingual 6-9 mo
ldlottawa,mbms69_ldlottawa,ldlottawa:mbms69,2,3,3,singlescreen,269,8.837782340862423,6-9 mo,TRUE,M,FALSE,FALSE,FALSE,M,5,5,NA,NA,NA,NA,NA,NA,NA,monolingual,5,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06833,2.53667,0.46834,ldlottawa monolingual 6-9 mo
ldlottawa,mbms71_ldlottawa,ldlottawa:mbms71,4,3,1,singlescreen,236,7.753593429158111,6-9 mo,TRUE,F,FALSE,FALSE,FALSE,M,22,17,NA,NA,NA,NA,NA,NA,NA,monolingual,22,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.375,NA,ldlottawa monolingual 6-9 mo
ldlottawa,mbms74_ldlottawa,ldlottawa:mbms74,3,3,1,singlescreen,236,7.753593429158111,6-9 mo,TRUE,M,FALSE,FALSE,FALSE,M,28,15,NA,NA,NA,NA,NA,NA,NA,monolingual,28,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.72,2.585,-1.1350000000000002,ldlottawa monolingual 6-9 mo
ldlottawa,mbms80_ldlottawa,ldlottawa:mbms80,1,3,3,singlescreen,401,13.174537987679672,12-15 mo,TRUE,F,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,monolingual,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0867,6.9383,3.8516,ldlottawa monolingual 12-15 mo
