lab,subid,subid_unique,trial_order,trial_num,stimulus_num,method,age_days,age_mo,age_group,nae,gender,second_session,missing,parenta_gender,parentb_gender,parenta_education,parentb_education,bilingual_nae,lang2,lang3,lang4,bilingual_parenta_nae,bilingual_parentb_nae,bilingual_interview_lang,lang_group,SES,nae_exp,trial_error,session_error,lang1,lang1_exposure,lang2_exposure,lang3_exposure,lang4_exposure,pilot,bilingual_exposure,comm_lang_learn,monolingual_exposure,td,full_term,session_error_type_recoded,trial_error_recoded,out_of_age,ADS,IDS,diff,lab_age_lang
babylabbrookes,mb35_babylabbrookes,babylabbrookes:mb35,1,1,1,singlescreen,188,6.176591375770021,6-9 mo,FALSE,F,FALSE,FALSE,FALSE,M,16,18,NA,NA,NA,NA,NA,NA,NA,monolingual,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.62,9.87,2.249999999999999,babylabbrookes monolingual 6-9 mo
babylabbrookes,mb36_babylabbrookes,babylabbrookes:mb36,3,1,5,singlescreen,216,7.096509240246407,6-9 mo,FALSE,F,FALSE,FALSE,FALSE,M,17,12,NA,NA,NA,NA,NA,NA,NA,monolingual,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.92,8.88,1.9600000000000009,babylabbrookes monolingual 6-9 mo
babylabbrookes,mb42_babylabbrookes,babylabbrookes:mb42,2,1,1,singlescreen,228,7.490759753593429,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,M,18,18,NA,NA,NA,NA,NA,NA,NA,monolingual,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.36,17.66,0.3000000000000007,babylabbrookes monolingual 6-9 mo
babylabbrookes,mb45_babylabbrookes,babylabbrookes:mb45,1,1,1,singlescreen,212,6.965092402464066,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,M,20,17,NA,NA,NA,NA,NA,NA,NA,monolingual,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.31,17.15,-0.16000000000000014,babylabbrookes monolingual 6-9 mo
babylabbrookes,mb46_babylabbrookes,babylabbrookes:mb46,1,1,1,singlescreen,445,14.620123203285422,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,M,12,16,NA,NA,NA,NA,NA,NA,NA,monolingual,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.23,17.44,11.21,babylabbrookes monolingual 12-15 mo
babylabbrookes,mb48_babylabbrookes,babylabbrookes:mb48,4,1,5,singlescreen,269,8.837782340862423,6-9 mo,FALSE,NA,FALSE,FALSE,FALSE,M,20,18,NA,NA,NA,NA,NA,NA,NA,monolingual,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.55,17.59,0.03999999999999915,babylabbrookes monolingual 6-9 mo
babylabbrookes,mb50_babylabbrookes,babylabbrookes:mb50,2,1,1,singlescreen,255,8.37782340862423,6-9 mo,FALSE,F,FALSE,FALSE,FALSE,M,18,18,NA,NA,NA,NA,NA,NA,NA,monolingual,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.74,14.2,7.459999999999999,babylabbrookes monolingual 6-9 mo
babylabbrookes,mb53_babylabbrookes,babylabbrookes:mb53,4,1,5,singlescreen,453,14.882956878850102,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,M,16,20,NA,NA,NA,NA,NA,NA,NA,monolingual,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54,2.97,0.43000000000000016,babylabbrookes monolingual 12-15 mo
babylabbrookes,mb54_babylabbrookes,babylabbrookes:mb54,1,1,1,singlescreen,199,6.537987679671458,6-9 mo,FALSE,F,FALSE,FALSE,FALSE,M,12,NA,NA,NA,NA,NA,NA,NA,NA,monolingual,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.65,13.4,6.75,babylabbrookes monolingual 6-9 mo
babylabbrookes,mb55_babylabbrookes,babylabbrookes:mb55,2,1,1,singlescreen,424,13.930184804928132,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,M,20,18,NA,NA,NA,NA,NA,NA,NA,monolingual,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.59,17.51,-0.0799999999999983,babylabbrookes monolingual 12-15 mo
babylabbrookes,mb60_babylabbrookes,babylabbrookes:mb60,3,1,1,singlescreen,375,12.320328542094456,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,M,18,20,NA,NA,NA,NA,NA,NA,NA,monolingual,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.43,5.62,1.1900000000000004,babylabbrookes monolingual 12-15 mo
babylabbrookes,mb66_babylabbrookes,babylabbrookes:mb66,2,1,1,singlescreen,409,13.437371663244353,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,M,18,18,NA,NA,NA,NA,NA,NA,NA,monolingual,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,9.2,6.299999999999999,babylabbrookes monolingual 12-15 mo
babylabbrookes,mb74_babylabbrookes,babylabbrookes:mb74,1,1,1,singlescreen,446,14.652977412731007,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,M,16,20,NA,NA,NA,NA,NA,NA,NA,monolingual,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.69,13.85,9.16,babylabbrookes monolingual 12-15 mo
babylabbrookes,mb77_babylabbrookes,babylabbrookes:mb77,1,1,1,singlescreen,193,6.3408624229979464,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,M,20,20,NA,NA,NA,NA,NA,NA,NA,monolingual,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.41,9.06,0.6500000000000004,babylabbrookes monolingual 6-9 mo
babylabbrookes,mb78_babylabbrookes,babylabbrookes:mb78,2,1,1,singlescreen,234,7.687885010266941,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,M,16,10,NA,NA,NA,NA,NA,NA,NA,monolingual,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.43,17.55,0.120000000000001,babylabbrookes monolingual 6-9 mo
babylabbrookes,mb79_babylabbrookes,babylabbrookes:mb79,3,1,5,singlescreen,218,7.162217659137577,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,M,12,10,NA,NA,NA,NA,NA,NA,NA,monolingual,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.52,6.44,1.9200000000000008,babylabbrookes monolingual 6-9 mo
babylabbrookes,mb80_babylabbrookes,babylabbrookes:mb80,4,1,5,singlescreen,270,8.870636550308008,6-9 mo,FALSE,F,FALSE,FALSE,FALSE,M,18,20,NA,NA,NA,NA,NA,NA,NA,monolingual,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.18,7.7,0.5200000000000005,babylabbrookes monolingual 6-9 mo
babylabbrookes,mb84_babylabbrookes,babylabbrookes:mb84,2,1,1,singlescreen,422,13.86447638603696,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,M,12,10,NA,NA,NA,NA,NA,NA,NA,monolingual,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.72,3.7,-1.0199999999999996,babylabbrookes monolingual 12-15 mo
babylabbrookes,mb88_babylabbrookes,babylabbrookes:mb88,4,1,5,singlescreen,381,12.517453798767967,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,M,16,20,NA,NA,NA,NA,NA,NA,NA,monolingual,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.19,3.56,-4.629999999999999,babylabbrookes monolingual 12-15 mo
babylabbrookes,mb90_babylabbrookes,babylabbrookes:mb90,2,1,1,singlescreen,262,8.607802874743326,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,M,18,18,NA,NA,NA,NA,NA,NA,NA,monolingual,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.66,12.83,1.17,babylabbrookes monolingual 6-9 mo
babylabkingswood,mb1255_babylabkingswood,babylabkingswood:mb1255,2,1,1,hpp,449,14.751540041067761,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,M,15,16,NA,NA,NA,NA,NA,NA,NA,monolingual,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,babylabkingswood monolingual 12-15 mo
babylabkingswood,mb1882_babylabkingswood,babylabkingswood:mb1882,4,1,5,hpp,401,13.174537987679672,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,M,16,15,NA,NA,NA,NA,NA,NA,NA,monolingual,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.492,18,6.507999999999999,babylabkingswood monolingual 12-15 mo
babylabkingswood,mb1920_babylabkingswood,babylabkingswood:mb1920,1,1,1,hpp,413,13.568788501026694,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,M,15,12,NA,NA,NA,NA,NA,NA,NA,monolingual,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.053,5.333,-11.72,babylabkingswood monolingual 12-15 mo
babylabkingswood,mb8156_babylabkingswood,babylabkingswood:mb8156,1,1,1,hpp,232,7.62217659137577,6-9 mo,FALSE,F,FALSE,FALSE,FALSE,M,18,17,NA,NA,NA,NA,NA,NA,NA,monolingual,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.987,8.198,-0.7889999999999997,babylabkingswood monolingual 6-9 mo
babylabkingswood,mb8168_babylabkingswood,babylabkingswood:mb8168,1,1,1,hpp,261,8.574948665297741,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,M,16,15,NA,NA,NA,NA,NA,NA,NA,monolingual,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,11.332,-6.667999999999999,babylabkingswood monolingual 6-9 mo
babylabkingswood,mb8253_babylabkingswood,babylabkingswood:mb8253,4,1,5,hpp,193,6.3408624229979464,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,M,16,15,NA,NA,NA,NA,NA,NA,NA,monolingual,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.506,5.808,-1.6980000000000004,babylabkingswood monolingual 6-9 mo
babylabkingswood,mb8259_babylabkingswood,babylabkingswood:mb8259,4,1,5,hpp,191,6.275154004106776,6-9 mo,FALSE,F,FALSE,FALSE,FALSE,M,15,19,NA,NA,NA,NA,NA,NA,NA,monolingual,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.218,6.685,2.4669999999999996,babylabkingswood monolingual 6-9 mo
babylabkingswood,mb8339_babylabkingswood,babylabkingswood:mb8339,2,1,1,hpp,207,6.80082135523614,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,M,16,16,NA,NA,NA,NA,NA,NA,NA,monolingual,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.436,2.586,0.1499999999999999,babylabkingswood monolingual 6-9 mo
babylabkingswood,mb8399_babylabkingswood,babylabkingswood:mb8399,4,1,5,hpp,377,12.386036960985626,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,M,16,16,NA,NA,NA,NA,NA,NA,NA,monolingual,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.871,6.871,-8,babylabkingswood monolingual 12-15 mo
babylabkingswood,mb8415_babylabkingswood,babylabkingswood:mb8415,2,1,1,hpp,250,8.213552361396303,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,M,13,13,NA,NA,NA,NA,NA,NA,NA,monolingual,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.273,7.669,5.395999999999999,babylabkingswood monolingual 6-9 mo
babylabkingswood,mb8444_babylabkingswood,babylabkingswood:mb8444,3,1,5,hpp,229,7.523613963039014,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,M,12,NA,NA,NA,NA,NA,NA,NA,NA,monolingual,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.209,18,9.791,babylabkingswood monolingual 6-9 mo
babylabkingswood,mb8457_babylabkingswood,babylabkingswood:mb8457,3,1,5,hpp,246,8.082135523613964,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,M,18,17,NA,NA,NA,NA,NA,NA,NA,monolingual,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.624,14.342,5.718,babylabkingswood monolingual 6-9 mo
babylabkingswood,mb8462_babylabkingswood,babylabkingswood:mb8462,1,1,1,hpp,205,6.7351129363449695,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,M,20,11,NA,NA,NA,NA,NA,NA,NA,monolingual,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.852,2.27,-1.5819999999999999,babylabkingswood monolingual 6-9 mo
babylabkingswood,mb8502_babylabkingswood,babylabkingswood:mb8502,1,1,1,hpp,402,13.207392197125257,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,M,18,17,NA,NA,NA,NA,NA,NA,NA,monolingual,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.745,2.014,-1.7310000000000003,babylabkingswood monolingual 12-15 mo
babylabkingswood,mb8523_babylabkingswood,babylabkingswood:mb8523,3,1,5,hpp,204,6.702258726899384,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,M,16,16,NA,NA,NA,NA,NA,NA,NA,monolingual,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.461,18,3.5389999999999997,babylabkingswood monolingual 6-9 mo
babylabkingswood,mb8524_babylabkingswood,babylabkingswood:mb8524,4,1,5,hpp,213,6.997946611909651,6-9 mo,FALSE,F,FALSE,FALSE,FALSE,M,16,16,NA,NA,NA,NA,NA,NA,NA,monolingual,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78,18,15.22,babylabkingswood monolingual 6-9 mo
babylabkingswood,mb8573_babylabkingswood,babylabkingswood:mb8573,2,1,1,hpp,183,6.012320328542095,6-9 mo,FALSE,F,FALSE,FALSE,FALSE,M,20,15,NA,NA,NA,NA,NA,NA,NA,monolingual,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.539,9.934,6.395,babylabkingswood monolingual 6-9 mo
babylabkingswood,mb8688_babylabkingswood,babylabkingswood:mb8688,1,1,5,hpp,190,6.242299794661191,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,M,15,12,NA,NA,NA,NA,NA,NA,NA,monolingual,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.058,18,3.942,babylabkingswood monolingual 6-9 mo
babylabkingswood,mb8698_babylabkingswood,babylabkingswood:mb8698,2,1,1,hpp,391,12.845995893223819,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,M,16,15,NA,NA,NA,NA,NA,NA,NA,monolingual,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.622,4.731,-1.891,babylabkingswood monolingual 12-15 mo
babylabkingswood,mb8721_babylabkingswood,babylabkingswood:mb8721,1,1,1,hpp,430,14.127310061601642,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,M,20,11,NA,NA,NA,NA,NA,NA,NA,monolingual,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.193,18,13.807,babylabkingswood monolingual 12-15 mo
babylabkingswood,mb8731_babylabkingswood,babylabkingswood:mb8731,1,1,1,hpp,401,13.174537987679672,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,M,16,15,NA,NA,NA,NA,NA,NA,NA,monolingual,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.797,18,15.203,babylabkingswood monolingual 12-15 mo
babylabkingswood,mb8734_babylabkingswood,babylabkingswood:mb8734,3,1,5,hpp,449,14.751540041067761,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,M,18,17,NA,NA,NA,NA,NA,NA,NA,monolingual,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.665,3.562,-3.103,babylabkingswood monolingual 12-15 mo
babylabkingswood,mb8738_babylabkingswood,babylabkingswood:mb8738,2,1,1,hpp,226,7.425051334702259,6-9 mo,FALSE,M,FALSE,FALSE,FALSE,M,15,16,NA,NA,NA,NA,NA,NA,NA,monolingual,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.509,4.66,-0.8490000000000002,babylabkingswood monolingual 6-9 mo
babylabkingswood,mb8743_babylabkingswood,babylabkingswood:mb8743,4,1,5,hpp,397,13.043121149897331,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,M,15,19,NA,NA,NA,NA,NA,NA,NA,monolingual,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.514,4.072,-0.44200000000000017,babylabkingswood monolingual 12-15 mo
babylabkingswood,mb8767_babylabkingswood,babylabkingswood:mb8767,3,1,5,hpp,372,12.2217659137577,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,M,16,19,NA,NA,NA,NA,NA,NA,NA,monolingual,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.078,18,12.922,babylabkingswood monolingual 12-15 mo
babylabkingswood,mb8783_babylabkingswood,babylabkingswood:mb8783,3,1,5,hpp,456,14.981519507186858,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,M,16,16,NA,NA,NA,NA,NA,NA,NA,monolingual,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.333,8.561,3.2279999999999998,babylabkingswood monolingual 12-15 mo
babylabkingswood,mb8806_babylabkingswood,babylabkingswood:mb8806,4,1,5,hpp,441,14.48870636550308,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,M,20,15,NA,NA,NA,NA,NA,NA,NA,monolingual,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.331,3.929,-2.4020000000000006,babylabkingswood monolingual 12-15 mo
babylabkingswood,mb8823_babylabkingswood,babylabkingswood:mb8823,1,1,1,hpp,388,12.747433264887064,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,M,19,16,NA,NA,NA,NA,NA,NA,NA,monolingual,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.513,15.794,9.281,babylabkingswood monolingual 12-15 mo
babylabparisdescartes1,lpp110o12_babylabparisdescartes1,babylabparisdescartes1:lpp110o12,1,1,1,hpp,374,12.28747433264887,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,M,17,16,NA,NA,NA,NA,NA,NA,NA,monolingual,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.471,13.12,8.649,babylabparisdescartes1 monolingual 12-15 mo
babylabparisdescartes1,lpp111o21_babylabparisdescartes1,babylabparisdescartes1:lpp111o21,2,1,1,hpp,406,13.338809034907598,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,F,16,16,NA,NA,NA,NA,NA,NA,NA,monolingual,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.781,8.651,2.87,babylabparisdescartes1 monolingual 12-15 mo
babylabparisdescartes1,lpp112o22_babylabparisdescartes1,babylabparisdescartes1:lpp112o22,2,1,1,hpp,408,13.404517453798768,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,M,16,17,NA,NA,NA,NA,NA,NA,NA,monolingual,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.309,8.793,-6.516,babylabparisdescartes1 monolingual 12-15 mo
babylabparisdescartes1,lpp113o31_babylabparisdescartes1,babylabparisdescartes1:lpp113o31,3,1,5,hpp,418,13.73305954825462,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,F,17,17,NA,NA,NA,NA,NA,NA,NA,monolingual,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.066,10.082,-6.983999999999998,babylabparisdescartes1 monolingual 12-15 mo
babylabparisdescartes1,lpp114o32_babylabparisdescartes1,babylabparisdescartes1:lpp114o32,3,1,5,hpp,417,13.700205338809035,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,F,17,17,NA,NA,NA,NA,NA,NA,NA,monolingual,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.206,5.922,0.7159999999999993,babylabparisdescartes1 monolingual 12-15 mo
babylabparisdescartes1,lpp115o41_babylabparisdescartes1,babylabparisdescartes1:lpp115o41,4,1,5,hpp,420,13.79876796714579,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,F,17,17,NA,NA,NA,NA,NA,NA,NA,monolingual,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.717,NA,NA,babylabparisdescartes1 monolingual 12-15 mo
babylabparisdescartes1,lpp11o11_babylabparisdescartes1,babylabparisdescartes1:lpp11o11,1,1,1,hpp,425,13.963039014373717,12-15 mo,FALSE,M,FALSE,FALSE,FALSE,F,NA,17,NA,NA,NA,NA,NA,NA,NA,monolingual,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.604,6.854,-0.75,babylabparisdescartes1 monolingual 12-15 mo
babylabparisdescartes1,lpp12o12_babylabparisdescartes1,babylabparisdescartes1:lpp12o12,1,1,1,hpp,402,13.207392197125257,12-15 mo,FALSE,F,FALSE,FALSE,FALSE,M,12,14,NA,NA,NA,NA,NA,NA,NA,monolingual,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.973,3.149,-3.824,babylabparisdescartes1 monolingual 12-15 mo
